date,day,count,dailyCountCum,dailyPercentageCum,year,month,week,quartile
22/04/2002,112,56,149,33.56,2002,4,16,25
24/04/2002,114,19,234,52.7,2002,4,17,50
08/05/2002,128,21,334,75.23,2002,5,19,75
21/04/2003,111,87,221,29.35,2003,4,16,25
25/04/2003,115,141,406,53.92,2003,4,17,50
26/04/2003,116,189,595,79.02,2003,4,17,75
