year,week,start_wk,count,weeklyCountCum,weeklyPercentageCum,start_wk_date,wk_start_dayOfYear
2001,15,09/04/2001,88,126,1.2710582063956422,2001-04-09T00:00:00Z,99
2001,16,16/04/2001,104,230,2.320185614849188,2001-04-16T00:00:00Z,106
2001,17,24/04/2001,241,471,4.751336628669424,2001-04-24T00:00:00Z,114
2001,18,30/04/2001,435,906,9.139513769797237,2001-04-30T00:00:00Z,120
2001,19,07/05/2001,3778,4684,47.251084434580854,2001-05-07T00:00:00Z,127
2001,20,14/05/2001,2305,6989,70.50337940078684,2001-05-14T00:00:00Z,134
2001,21,21/05/2001,2494,9483,95.6622616765863,2001-05-21T00:00:00Z,141
2001,22,28/05/2001,207,9690,97.75042872995057,2001-05-28T00:00:00Z,148
2001,23,04/06/2001,179,9869,99.55613840411581,2001-06-04T00:00:00Z,155
2001,24,11/06/2001,44,9913,100,2001-06-11T00:00:00Z,162
2002,14,02/04/2002,66,66,0.47982551799345696,2002-04-02T00:00:00Z,92
2002,15,08/04/2002,157,223,1.6212286441294073,2002-04-08T00:00:00Z,98
2002,16,15/04/2002,717,940,6.8338785896037795,2002-04-15T00:00:00Z,105
2002,17,22/04/2002,2104,3044,22.13013449654671,2002-04-22T00:00:00Z,112
2002,18,29/04/2002,4609,7653,55.63794983642312,2002-04-29T00:00:00Z,119
2002,19,06/05/2002,5875,13528,98.34969102144674,2002-05-06T00:00:00Z,126
2002,20,13/05/2002,218,13746,99.93456924754635,2002-05-13T00:00:00Z,133
2002,21,20/05/2002,8,13754,99.99272991639404,2002-05-20T00:00:00Z,140
2002,22,28/05/2002,1,13755,100,2002-05-28T00:00:00Z,148
2003,14,01/04/2003,155,155,2.3574144486692017,2003-04-01T00:00:00Z,91
2003,15,07/04/2003,429,584,8.88212927756654,2003-04-07T00:00:00Z,97
2003,16,14/04/2003,1379,1963,29.855513307984793,2003-04-14T00:00:00Z,104
2003,17,21/04/2003,3812,5775,87.83269961977186,2003-04-21T00:00:00Z,111
2003,18,28/04/2003,464,6239,94.88973384030417,2003-04-28T00:00:00Z,118
2003,19,05/05/2003,89,6328,96.24334600760456,2003-05-05T00:00:00Z,125
2003,20,12/05/2003,236,6564,99.83269961977186,2003-05-12T00:00:00Z,132
2003,21,20/05/2003,4,6568,99.893536121673,2003-05-20T00:00:00Z,140
2003,22,27/05/2003,2,6570,99.92395437262357,2003-05-27T00:00:00Z,147
2003,23,03/06/2003,5,6575,100,2003-06-03T00:00:00Z,154
2004,14,01/04/2004,35,35,1.4118596208148446,2004-04-01T00:00:00Z,92
2004,15,05/04/2004,23,58,2.3396530859217424,2004-04-05T00:00:00Z,96
2004,16,12/04/2004,137,195,7.866075030254134,2004-04-12T00:00:00Z,103
2004,17,19/04/2004,157,352,14.199273900766437,2004-04-19T00:00:00Z,110
2004,18,26/04/2004,641,993,40.05647438483259,2004-04-26T00:00:00Z,117
2004,19,03/05/2004,239,1232,49.697458652682535,2004-05-03T00:00:00Z,124
2004,20,10/05/2004,410,1642,66.23638563937071,2004-05-10T00:00:00Z,131
2004,21,17/05/2004,436,2078,83.82412263009277,2004-05-17T00:00:00Z,138
2004,22,24/05/2004,166,2244,90.52037111738605,2004-05-24T00:00:00Z,145
2004,23,31/05/2004,170,2414,97.37797498991529,2004-05-31T00:00:00Z,152
2004,24,08/06/2004,54,2468,99.55627269060105,2004-06-08T00:00:00Z,160
2004,25,15/06/2004,11,2479,100,2004-06-15T00:00:00Z,167
2005,14,04/04/2005,129,129,4.942528735632184,2005-04-04T00:00:00Z,94
2005,15,11/04/2005,198,327,12.528735632183906,2005-04-11T00:00:00Z,101
2005,16,18/04/2005,268,595,22.796934865900383,2005-04-18T00:00:00Z,108
2005,17,25/04/2005,529,1124,43.065134099616856,2005-04-25T00:00:00Z,115
2005,18,02/05/2005,338,1462,56.015325670498086,2005-05-02T00:00:00Z,122
2005,19,09/05/2005,265,1727,66.16858237547892,2005-05-09T00:00:00Z,129
2005,20,16/05/2005,725,2452,93.9463601532567,2005-05-16T00:00:00Z,136
2005,21,23/05/2005,155,2607,99.88505747126437,2005-05-23T00:00:00Z,143
2005,22,02/06/2005,3,2610,100,2005-06-02T00:00:00Z,153
2006,14,04/04/2006,7,7,0.044969805987408455,2006-04-04T00:00:00Z,94
2006,15,11/04/2006,34,41,0.26339457792624954,2006-04-11T00:00:00Z,101
2006,16,17/04/2006,167,208,1.3362456636258513,2006-04-17T00:00:00Z,107
2006,17,24/04/2006,1166,1374,8.82693048952846,2006-04-24T00:00:00Z,114
2006,18,01/05/2006,4491,5865,37.67827315945008,2006-05-01T00:00:00Z,121
2006,19,08/05/2006,4828,10693,68.69459077476552,2006-05-08T00:00:00Z,128
2006,20,15/05/2006,4642,15335,98.51599640241552,2006-05-15T00:00:00Z,135
2006,21,22/05/2006,55,15390,98.86933059231659,2006-05-22T00:00:00Z,142
2006,22,29/05/2006,39,15429,99.11987665424643,2006-05-29T00:00:00Z,149
2006,23,05/06/2006,91,15520,99.70448413208275,2006-06-05T00:00:00Z,156
2006,24,12/06/2006,30,15550,99.89721187202878,2006-06-12T00:00:00Z,163
2006,25,21/06/2006,2,15552,99.91006038802517,2006-06-21T00:00:00Z,172
2006,26,29/06/2006,14,15566,100,2006-06-29T00:00:00Z,180
2007,14,04/04/2007,183,183,1.1884660345499416,2007-04-04T00:00:00Z,94
2007,15,09/04/2007,1404,1587,10.306533316015067,2007-04-09T00:00:00Z,99
2007,16,16/04/2007,3205,4792,31.120924795427978,2007-04-16T00:00:00Z,106
2007,17,23/04/2007,3971,8763,56.90998831017016,2007-04-23T00:00:00Z,113
2007,18,30/04/2007,3714,12477,81.03000389660994,2007-04-30T00:00:00Z,120
2007,19,07/05/2007,2751,15228,98.89596051435251,2007-05-07T00:00:00Z,127
2007,20,14/05/2007,88,15316,99.46746330692298,2007-05-14T00:00:00Z,134
2007,21,21/05/2007,66,15382,99.89609040135082,2007-05-21T00:00:00Z,141
2007,22,28/05/2007,16,15398,100,2007-05-28T00:00:00Z,148
2008,14,02/04/2008,133,133,2.844311377245509,2008-04-02T00:00:00Z,93
2008,15,07/04/2008,44,177,3.7852865697177074,2008-04-07T00:00:00Z,98
2008,16,15/04/2008,46,223,4.769033361847733,2008-04-15T00:00:00Z,106
2008,17,21/04/2008,662,885,18.926432848588536,2008-04-21T00:00:00Z,112
2008,18,28/04/2008,1170,2055,43.94781864841745,2008-04-28T00:00:00Z,119
2008,19,05/05/2008,939,2994,64.02908468776732,2008-05-05T00:00:00Z,126
2008,20,12/05/2008,589,3583,76.62532078699743,2008-05-12T00:00:00Z,133
2008,21,19/05/2008,527,4110,87.8956372968349,2008-05-19T00:00:00Z,140
2008,22,26/05/2008,448,4558,97.4764756201882,2008-05-26T00:00:00Z,147
2008,23,02/06/2008,100,4658,99.61505560307955,2008-06-02T00:00:00Z,154
2008,24,09/06/2008,15,4673,99.93584260051325,2008-06-09T00:00:00Z,161
2008,25,17/06/2008,3,4676,100,2008-06-17T00:00:00Z,169
2009,14,31/03/2009,753,753,3.978653703899398,2009-03-31T00:00:00Z,90
2009,15,06/04/2009,1058,1811,9.5688470886611,2009-04-06T00:00:00Z,96
2009,16,13/04/2009,882,2693,14.229102821515378,2009-04-13T00:00:00Z,103
2009,17,20/04/2009,3184,5877,31.052520342386135,2009-04-20T00:00:00Z,110
2009,18,27/04/2009,8195,14072,74.3527422593258,2009-04-27T00:00:00Z,117
2009,19,04/05/2009,3506,17578,92.87752298425447,2009-05-04T00:00:00Z,124
2009,20,11/05/2009,1328,18906,99.8943252668287,2009-05-11T00:00:00Z,131
2009,21,19/05/2009,11,18917,99.9524463700729,2009-05-19T00:00:00Z,139
2009,22,27/05/2009,9,18926,100,2009-05-27T00:00:00Z,147
2010,13,01/04/2010,1,1,0.015463120457708365,2010-04-01T00:00:00Z,91
2010,14,08/04/2010,38,39,0.6030616978506262,2010-04-08T00:00:00Z,98
2010,15,12/04/2010,97,136,2.1029843822483376,2010-04-12T00:00:00Z,102
2010,16,19/04/2010,103,239,3.695685789392299,2010-04-19T00:00:00Z,109
2010,17,26/04/2010,499,738,11.411782897788774,2010-04-26T00:00:00Z,116
2010,18,03/05/2010,1311,2049,31.68393381784444,2010-05-03T00:00:00Z,123
2010,19,10/05/2010,1646,3695,57.136230091232406,2010-05-10T00:00:00Z,130
2010,20,17/05/2010,2197,5892,91.10870573681768,2010-05-17T00:00:00Z,137
2010,21,24/05/2010,310,6202,95.90227307870728,2010-05-24T00:00:00Z,144
2010,22,31/05/2010,259,6461,99.90722127725375,2010-05-31T00:00:00Z,151
2010,23,07/06/2010,4,6465,99.96907375908458,2010-06-07T00:00:00Z,158
2010,24,18/06/2010,2,6467,100,2010-06-18T00:00:00Z,169
2011,14,05/04/2011,178,178,1.0580752541163883,2011-04-05T00:00:00Z,95
2011,15,11/04/2011,130,308,1.830826844201391,2011-04-11T00:00:00Z,101
2011,16,18/04/2011,3526,3834,22.790227664506926,2011-04-18T00:00:00Z,108
2011,17,25/04/2011,7763,11597,68.9353860785829,2011-04-25T00:00:00Z,115
2011,18,02/05/2011,5180,16777,99.72656482196992,2011-05-02T00:00:00Z,122
2011,19,09/05/2011,36,16813,99.94055756999346,2011-05-09T00:00:00Z,129
2011,20,17/05/2011,10,16823,100,2011-05-17T00:00:00Z,137
2012,14,03/04/2012,466,466,13.558335757928425,2012-04-03T00:00:00Z,94
2012,15,09/04/2012,1670,2136,62.14722141402385,2012-04-09T00:00:00Z,100
2012,16,16/04/2012,618,2754,80.1280186208903,2012-04-16T00:00:00Z,107
2012,17,23/04/2012,197,2951,85.85976141984288,2012-04-23T00:00:00Z,114
2012,18,04/05/2012,38,2989,86.9653767820774,2012-05-04T00:00:00Z,125
2012,19,07/05/2012,326,3315,96.450392784405,2012-05-07T00:00:00Z,128
2012,20,14/05/2012,41,3356,97.6432935699738,2012-05-14T00:00:00Z,135
2012,21,23/05/2012,63,3419,99.47628745999418,2012-05-23T00:00:00Z,144
2012,22,29/05/2012,18,3437,100,2012-05-29T00:00:00Z,150
2013,15,09/04/2013,9,9,0.9090909090909091,2013-04-09T00:00:00Z,99
2013,17,25/04/2013,27,36,3.6363636363636362,2013-04-25T00:00:00Z,115
2013,18,30/04/2013,342,378,38.18181818181819,2013-04-30T00:00:00Z,120
2013,19,06/05/2013,207,585,59.09090909090909,2013-05-06T00:00:00Z,126
2013,20,13/05/2013,381,966,97.57575757575758,2013-05-13T00:00:00Z,133
2013,21,20/05/2013,16,982,99.19191919191918,2013-05-20T00:00:00Z,140
2013,22,28/05/2013,8,990,100,2013-05-28T00:00:00Z,148
