time,latitude,longitude,year,month,day,station,salmon_smolt_count_per_day,date,week,dailyCountCum,dailyPercentageCum
1970-04-13T00:00:00Z,-9.578038,53.922202,1970,4,13,Newport,4,1970-04-13,15,4,0.02786485545106235
1970-04-14T00:00:00Z,-9.578038,53.922202,1970,4,14,Newport,1,1970-04-14,15,5,0.034831069313827935
1970-04-17T00:00:00Z,-9.578038,53.922202,1970,4,17,Newport,5,1970-04-17,16,10,0.06966213862765587
1970-04-18T00:00:00Z,-9.578038,53.922202,1970,4,18,Newport,7,1970-04-18,16,17,0.11842563566701499
1970-04-19T00:00:00Z,-9.578038,53.922202,1970,4,19,Newport,36,1970-04-19,16,53,0.3692093347265761
1970-04-20T00:00:00Z,-9.578038,53.922202,1970,4,20,Newport,17,1970-04-20,16,70,0.48763497039359105
1970-04-21T00:00:00Z,-9.578038,53.922202,1970,4,21,Newport,5,1970-04-21,16,75,0.522466039707419
1970-04-22T00:00:00Z,-9.578038,53.922202,1970,4,22,Newport,28,1970-04-22,16,103,0.7175200278648555
1970-04-23T00:00:00Z,-9.578038,53.922202,1970,4,23,Newport,33,1970-04-23,17,136,0.9474050853361199
1970-04-24T00:00:00Z,-9.578038,53.922202,1970,4,24,Newport,83,1970-04-24,17,219,1.5256008359456636
1970-04-25T00:00:00Z,-9.578038,53.922202,1970,4,25,Newport,88,1970-04-25,17,307,2.138627655869035
1970-04-26T00:00:00Z,-9.578038,53.922202,1970,4,26,Newport,61,1970-04-26,17,368,2.563566701497736
1970-04-27T00:00:00Z,-9.578038,53.922202,1970,4,27,Newport,78,1970-04-27,17,446,3.106931382793452
1970-04-28T00:00:00Z,-9.578038,53.922202,1970,4,28,Newport,64,1970-04-28,17,510,3.5527690700104495
1970-04-29T00:00:00Z,-9.578038,53.922202,1970,4,29,Newport,62,1970-04-29,17,572,3.984674329501916
1970-04-30T00:00:00Z,-9.578038,53.922202,1970,4,30,Newport,117,1970-04-30,18,689,4.7997213514454895
1970-05-01T00:00:00Z,-9.578038,53.922202,1970,5,1,Newport,68,1970-05-01,18,757,5.273423894113549
1970-05-02T00:00:00Z,-9.578038,53.922202,1970,5,2,Newport,289,1970-05-02,18,1046,7.2866597004528035
1970-05-03T00:00:00Z,-9.578038,53.922202,1970,5,3,Newport,141,1970-05-03,18,1187,8.268895855102752
1970-05-04T00:00:00Z,-9.578038,53.922202,1970,5,4,Newport,186,1970-05-04,18,1373,9.564611633577151
1970-05-05T00:00:00Z,-9.578038,53.922202,1970,5,5,Newport,443,1970-05-05,18,1816,12.650644374782305
1970-05-06T00:00:00Z,-9.578038,53.922202,1970,5,6,Newport,1721,1970-05-06,18,3537,24.63949843260188
1970-05-07T00:00:00Z,-9.578038,53.922202,1970,5,7,Newport,737,1970-05-07,19,4274,29.77359804946012
1970-05-08T00:00:00Z,-9.578038,53.922202,1970,5,8,Newport,372,1970-05-08,19,4646,32.36502960640892
1970-05-09T00:00:00Z,-9.578038,53.922202,1970,5,9,Newport,265,1970-05-09,19,4911,34.211076280041794
1970-05-10T00:00:00Z,-9.578038,53.922202,1970,5,10,Newport,413,1970-05-10,19,5324,37.088122605363985
1970-05-11T00:00:00Z,-9.578038,53.922202,1970,5,11,Newport,350,1970-05-11,19,5674,39.526297457331935
1970-05-12T00:00:00Z,-9.578038,53.922202,1970,5,12,Newport,1104,1970-05-12,19,6778,47.216997561825146
1970-05-13T00:00:00Z,-9.578038,53.922202,1970,5,13,Newport,1066,1970-05-13,19,7844,54.64298153953327
1970-05-14T00:00:00Z,-9.578038,53.922202,1970,5,14,Newport,1136,1970-05-14,20,8980,62.556600487634974
1970-05-15T00:00:00Z,-9.578038,53.922202,1970,5,15,Newport,861,1970-05-15,20,9841,68.55451062347613
1970-05-16T00:00:00Z,-9.578038,53.922202,1970,5,16,Newport,190,1970-05-16,20,10031,69.878091257401593
1970-05-17T00:00:00Z,-9.578038,53.922202,1970,5,17,Newport,28,1970-05-17,20,10059,70.07314524555905
1970-05-18T00:00:00Z,-9.578038,53.922202,1970,5,18,Newport,34,1970-05-18,20,10093,70.30999651689307
1970-05-19T00:00:00Z,-9.578038,53.922202,1970,5,19,Newport,46,1970-05-19,20,10139,70.63044235458028
1970-05-20T00:00:00Z,-9.578038,53.922202,1970,5,20,Newport,53,1970-05-20,20,10192,70.99965168930686
1970-05-21T00:00:00Z,-9.578038,53.922202,1970,5,21,Newport,26,1970-05-21,21,10218,71.18077324973878
1970-05-22T00:00:00Z,-9.578038,53.922202,1970,5,22,Newport,188,1970-05-22,21,10406,72.4904214559387
1970-05-23T00:00:00Z,-9.578038,53.922202,1970,5,23,Newport,476,1970-05-23,21,10882,75.80633925461512
1970-05-24T00:00:00Z,-9.578038,53.922202,1970,5,24,Newport,374,1970-05-24,21,11256,78.41170323928944
1970-05-25T00:00:00Z,-9.578038,53.922202,1970,5,25,Newport,513,1970-05-25,21,11769,81.9853709508882
1970-05-26T00:00:00Z,-9.578038,53.922202,1970,5,26,Newport,847,1970-05-26,21,12616,87.88575409265064
1970-05-27T00:00:00Z,-9.578038,53.922202,1970,5,27,Newport,297,1970-05-27,21,12913,89.95471960989202
1970-05-28T00:00:00Z,-9.578038,53.922202,1970,5,28,Newport,415,1970-05-28,22,13328,92.84569836293974
1970-05-29T00:00:00Z,-9.578038,53.922202,1970,5,29,Newport,144,1970-05-29,22,13472,93.84883315917799
1970-05-30T00:00:00Z,-9.578038,53.922202,1970,5,30,Newport,88,1970-05-30,22,13560,94.46185997910136
1970-05-31T00:00:00Z,-9.578038,53.922202,1970,5,31,Newport,41,1970-05-31,22,13601,94.74747474747474
1970-06-01T00:00:00Z,-9.578038,53.922202,1970,6,1,Newport,111,1970-06-01,22,13712,95.52072448624173
1970-06-02T00:00:00Z,-9.578038,53.922202,1970,6,2,Newport,116,1970-06-02,22,13828,96.32880529432254
1970-06-03T00:00:00Z,-9.578038,53.922202,1970,6,3,Newport,182,1970-06-03,22,14010,97.59665621734587
1970-06-04T00:00:00Z,-9.578038,53.922202,1970,6,4,Newport,141,1970-06-04,23,14151,98.57889237199582
1970-06-05T00:00:00Z,-9.578038,53.922202,1970,6,5,Newport,96,1970-06-05,23,14247,99.24764890282131
1970-06-06T00:00:00Z,-9.578038,53.922202,1970,6,6,Newport,36,1970-06-06,23,14283,99.49843260188088
1970-06-07T00:00:00Z,-9.578038,53.922202,1970,6,7,Newport,16,1970-06-07,23,14299,99.60989202368513
1970-06-08T00:00:00Z,-9.578038,53.922202,1970,6,8,Newport,16,1970-06-08,23,14315,99.72135144548938
1970-06-09T00:00:00Z,-9.578038,53.922202,1970,6,9,Newport,10,1970-06-09,23,14325,99.79101358411702
1970-06-10T00:00:00Z,-9.578038,53.922202,1970,6,10,Newport,6,1970-06-10,23,14331,99.83281086729363
1970-06-11T00:00:00Z,-9.578038,53.922202,1970,6,11,Newport,10,1970-06-11,24,14341,99.90247300592128
1970-06-12T00:00:00Z,-9.578038,53.922202,1970,6,12,Newport,3,1970-06-12,24,14344,99.92337164750957
1970-06-13T00:00:00Z,-9.578038,53.922202,1970,6,13,Newport,2,1970-06-13,24,14346,99.93730407523512
1970-06-14T00:00:00Z,-9.578038,53.922202,1970,6,14,Newport,2,1970-06-14,24,14348,99.95123650296064
1970-06-15T00:00:00Z,-9.578038,53.922202,1970,6,15,Newport,2,1970-06-15,24,14350,99.96516893068618
1970-07-12T00:00:00Z,-9.578038,53.922202,1970,7,12,Newport,5,1970-07-12,28,14355,100
1971-03-30T00:00:00Z,-9.578038,53.922202,1971,3,30,Newport,1,1971-03-30,13,1,0.007211365111415591
1971-03-31T00:00:00Z,-9.578038,53.922202,1971,3,31,Newport,1,1971-03-31,13,2,0.014422730222831182
1971-04-04T00:00:00Z,-9.578038,53.922202,1971,4,4,Newport,1,1971-04-04,14,3,0.02163409533424677
1971-04-05T00:00:00Z,-9.578038,53.922202,1971,4,5,Newport,1,1971-04-05,14,4,0.028845460445662365
1971-04-09T00:00:00Z,-9.578038,53.922202,1971,4,9,Newport,2,1971-04-09,15,6,0.04326819066849354
1971-04-11T00:00:00Z,-9.578038,53.922202,1971,4,11,Newport,6,1971-04-11,15,12,0.08653638133698709
1971-04-12T00:00:00Z,-9.578038,53.922202,1971,4,12,Newport,3,1971-04-12,15,15,0.10817047667123385
1971-04-13T00:00:00Z,-9.578038,53.922202,1971,4,13,Newport,3,1971-04-13,15,18,0.12980457200548065
1971-04-14T00:00:00Z,-9.578038,53.922202,1971,4,14,Newport,4,1971-04-14,15,22,0.158650032451143
1971-04-15T00:00:00Z,-9.578038,53.922202,1971,4,15,Newport,13,1971-04-15,15,35,0.2523977788995457
1971-04-16T00:00:00Z,-9.578038,53.922202,1971,4,16,Newport,9,1971-04-16,16,44,0.317300064902286
1971-04-17T00:00:00Z,-9.578038,53.922202,1971,4,17,Newport,9,1971-04-17,16,53,0.3822023509050263
1971-04-18T00:00:00Z,-9.578038,53.922202,1971,4,18,Newport,36,1971-04-18,16,89,0.6418114949159875
1971-04-19T00:00:00Z,-9.578038,53.922202,1971,4,19,Newport,17,1971-04-19,16,106,0.7644047018100526
1971-04-20T00:00:00Z,-9.578038,53.922202,1971,4,20,Newport,14,1971-04-20,16,120,0.8653638133698708
1971-04-21T00:00:00Z,-9.578038,53.922202,1971,4,21,Newport,17,1971-04-21,16,137,0.987957020263936
1971-04-22T00:00:00Z,-9.578038,53.922202,1971,4,22,Newport,14,1971-04-22,16,151,1.0889161318237541
1971-04-23T00:00:00Z,-9.578038,53.922202,1971,4,23,Newport,57,1971-04-23,17,208,1.499963943174443
1971-04-24T00:00:00Z,-9.578038,53.922202,1971,4,24,Newport,119,1971-04-24,17,327,2.3581163914328984
1971-04-25T00:00:00Z,-9.578038,53.922202,1971,4,25,Newport,50,1971-04-25,17,377,2.718684647003678
1971-04-26T00:00:00Z,-9.578038,53.922202,1971,4,26,Newport,49,1971-04-26,17,426,3.0720415374630416
1971-04-27T00:00:00Z,-9.578038,53.922202,1971,4,27,Newport,31,1971-04-27,17,457,3.295593855916925
1971-04-28T00:00:00Z,-9.578038,53.922202,1971,4,28,Newport,24,1971-04-28,17,481,3.4686666185908996
1971-04-29T00:00:00Z,-9.578038,53.922202,1971,4,29,Newport,59,1971-04-29,17,540,3.894137160164419
1971-04-30T00:00:00Z,-9.578038,53.922202,1971,4,30,Newport,14,1971-04-30,18,554,3.9950962717242375
1971-05-02T00:00:00Z,-9.578038,53.922202,1971,5,2,Newport,49,1971-05-02,18,603,4.348453162183601
1971-05-03T00:00:00Z,-9.578038,53.922202,1971,5,3,Newport,20,1971-05-03,18,623,4.492680464411913
1971-05-04T00:00:00Z,-9.578038,53.922202,1971,5,4,Newport,37,1971-05-04,18,660,4.75950097353429
1971-05-05T00:00:00Z,-9.578038,53.922202,1971,5,5,Newport,807,1971-05-05,18,1467,10.579072618446672
1971-05-06T00:00:00Z,-9.578038,53.922202,1971,5,6,Newport,1141,1971-05-06,18,2608,18.80724021057186
1971-05-07T00:00:00Z,-9.578038,53.922202,1971,5,7,Newport,90,1971-05-07,19,2698,19.456263070599263
1971-05-08T00:00:00Z,-9.578038,53.922202,1971,5,8,Newport,33,1971-05-08,19,2731,19.69423811927598
1971-05-09T00:00:00Z,-9.578038,53.922202,1971,5,9,Newport,19,1971-05-09,19,2750,19.831254056392876
1971-05-10T00:00:00Z,-9.578038,53.922202,1971,5,10,Newport,121,1971-05-10,19,2871,20.70382923487416
1971-05-11T00:00:00Z,-9.578038,53.922202,1971,5,11,Newport,1013,1971-05-11,19,3884,28.008942092738152
1971-05-12T00:00:00Z,-9.578038,53.922202,1971,5,12,Newport,1241,1971-05-12,19,5125,36.9582461960049
1971-05-13T00:00:00Z,-9.578038,53.922202,1971,5,13,Newport,2711,1971-05-13,19,7836,56.50825701305258
1971-05-14T00:00:00Z,-9.578038,53.922202,1971,5,14,Newport,146,1971-05-14,20,7982,57.56111631931925
1971-05-15T00:00:00Z,-9.578038,53.922202,1971,5,15,Newport,66,1971-05-15,20,8048,58.03706641667268
1971-05-16T00:00:00Z,-9.578038,53.922202,1971,5,16,Newport,17,1971-05-16,20,8065,58.15965962356674
1971-05-17T00:00:00Z,-9.578038,53.922202,1971,5,17,Newport,6,1971-05-17,20,8071,58.20292781423524
1971-05-18T00:00:00Z,-9.578038,53.922202,1971,5,18,Newport,58,1971-05-18,20,8129,58.62118699069734
1971-05-19T00:00:00Z,-9.578038,53.922202,1971,5,19,Newport,36,1971-05-19,20,8165,58.880796134708305
1971-05-20T00:00:00Z,-9.578038,53.922202,1971,5,20,Newport,110,1971-05-20,20,8275,59.674046296964015
1971-05-21T00:00:00Z,-9.578038,53.922202,1971,5,21,Newport,1802,1971-05-21,21,10077,72.66892622773491
1971-05-22T00:00:00Z,-9.578038,53.922202,1971,5,22,Newport,163,1971-05-22,21,10240,73.84437874089565
1971-05-23T00:00:00Z,-9.578038,53.922202,1971,5,23,Newport,225,1971-05-23,21,10465,75.46693589096417
1971-05-24T00:00:00Z,-9.578038,53.922202,1971,5,24,Newport,63,1971-05-24,21,10528,75.92125189298335
1971-05-25T00:00:00Z,-9.578038,53.922202,1971,5,25,Newport,298,1971-05-25,21,10826,78.07023869618519
1971-05-26T00:00:00Z,-9.578038,53.922202,1971,5,26,Newport,195,1971-05-26,21,11021,79.47645489291124
1971-05-27T00:00:00Z,-9.578038,53.922202,1971,5,27,Newport,179,1971-05-27,21,11200,80.76728924785462
1971-05-28T00:00:00Z,-9.578038,53.922202,1971,5,28,Newport,549,1971-05-28,22,11749,84.72632869402177
1971-05-29T00:00:00Z,-9.578038,53.922202,1971,5,29,Newport,365,1971-05-29,22,12114,87.35847695968847
1971-05-30T00:00:00Z,-9.578038,53.922202,1971,5,30,Newport,1051,1971-05-30,22,13165,94.93762169178626
1971-05-31T00:00:00Z,-9.578038,53.922202,1971,5,31,Newport,120,1971-05-31,22,13285,95.80298550515613
1971-06-01T00:00:00Z,-9.578038,53.922202,1971,6,1,Newport,188,1971-06-01,22,13473,97.15872214610226
1971-06-02T00:00:00Z,-9.578038,53.922202,1971,6,2,Newport,65,1971-06-02,22,13538,97.62746087834428
1971-06-03T00:00:00Z,-9.578038,53.922202,1971,6,3,Newport,50,1971-06-03,22,13588,97.98802913391505
1971-06-04T00:00:00Z,-9.578038,53.922202,1971,6,4,Newport,18,1971-06-04,23,13606,98.11783370592053
1971-06-05T00:00:00Z,-9.578038,53.922202,1971,6,5,Newport,24,1971-06-05,23,13630,98.29090646859451
1971-06-06T00:00:00Z,-9.578038,53.922202,1971,6,6,Newport,19,1971-06-06,23,13649,98.4279224057114
1971-06-07T00:00:00Z,-9.578038,53.922202,1971,6,7,Newport,14,1971-06-07,23,13663,98.52888151727122
1971-06-08T00:00:00Z,-9.578038,53.922202,1971,6,8,Newport,22,1971-06-08,23,13685,98.68753154972237
1971-06-09T00:00:00Z,-9.578038,53.922202,1971,6,9,Newport,6,1971-06-09,23,13691,98.73079974039085
1971-06-10T00:00:00Z,-9.578038,53.922202,1971,6,10,Newport,3,1971-06-10,23,13694,98.7524338357251
1971-06-11T00:00:00Z,-9.578038,53.922202,1971,6,11,Newport,10,1971-06-11,24,13704,98.82454748683925
1971-06-12T00:00:00Z,-9.578038,53.922202,1971,6,12,Newport,1,1971-06-12,24,13705,98.83175885195068
1971-06-13T00:00:00Z,-9.578038,53.922202,1971,6,13,Newport,8,1971-06-13,24,13713,98.889449772842
1971-06-14T00:00:00Z,-9.578038,53.922202,1971,6,14,Newport,7,1971-06-14,24,13720,98.93992932862191
1971-06-15T00:00:00Z,-9.578038,53.922202,1971,6,15,Newport,4,1971-06-15,24,13724,98.96877478906757
1971-06-16T00:00:00Z,-9.578038,53.922202,1971,6,16,Newport,3,1971-06-16,24,13727,98.99040888440182
1971-06-17T00:00:00Z,-9.578038,53.922202,1971,6,17,Newport,6,1971-06-17,24,13733,99.03367707507032
1971-06-19T00:00:00Z,-9.578038,53.922202,1971,6,19,Newport,11,1971-06-19,25,13744,99.11300209129588
1971-06-20T00:00:00Z,-9.578038,53.922202,1971,6,20,Newport,33,1971-06-20,25,13777,99.3509771399726
1971-06-21T00:00:00Z,-9.578038,53.922202,1971,6,21,Newport,47,1971-06-21,25,13824,99.68991130020913
1971-06-22T00:00:00Z,-9.578038,53.922202,1971,6,22,Newport,12,1971-06-22,25,13836,99.77644768154612
1971-06-23T00:00:00Z,-9.578038,53.922202,1971,6,23,Newport,16,1971-06-23,25,13852,99.89182952332877
1971-06-24T00:00:00Z,-9.578038,53.922202,1971,6,24,Newport,9,1971-06-24,25,13861,99.95673180933152
1971-06-27T00:00:00Z,-9.578038,53.922202,1971,6,27,Newport,1,1971-06-27,26,13862,99.96394317444293
1971-06-28T00:00:00Z,-9.578038,53.922202,1971,6,28,Newport,3,1971-06-28,26,13865,99.98557726977717
1971-06-29T00:00:00Z,-9.578038,53.922202,1971,6,29,Newport,2,1971-06-29,26,13867,100
1972-04-06T00:00:00Z,-9.578038,53.922202,1972,4,6,Newport,1,1972-04-06,14,1,0.007125552230297848
1972-04-07T00:00:00Z,-9.578038,53.922202,1972,4,7,Newport,5,1972-04-07,14,6,0.04275331338178709
1972-04-08T00:00:00Z,-9.578038,53.922202,1972,4,8,Newport,3,1972-04-08,15,9,0.06412997007268063
1972-04-09T00:00:00Z,-9.578038,53.922202,1972,4,9,Newport,6,1972-04-09,15,15,0.10688328345446774
1972-04-10T00:00:00Z,-9.578038,53.922202,1972,4,10,Newport,10,1972-04-10,15,25,0.1781388057574462
1972-04-11T00:00:00Z,-9.578038,53.922202,1972,4,11,Newport,9,1972-04-11,15,34,0.24226877583012682
1972-04-12T00:00:00Z,-9.578038,53.922202,1972,4,12,Newport,24,1972-04-12,15,58,0.4132820293572752
1972-04-13T00:00:00Z,-9.578038,53.922202,1972,4,13,Newport,10,1972-04-13,15,68,0.48453755166025364
1972-04-14T00:00:00Z,-9.578038,53.922202,1972,4,14,Newport,9,1972-04-14,15,77,0.5486675217329343
1972-04-15T00:00:00Z,-9.578038,53.922202,1972,4,15,Newport,8,1972-04-15,16,85,0.6056719395753171
1972-04-16T00:00:00Z,-9.578038,53.922202,1972,4,16,Newport,150,1972-04-16,16,235,1.6745047741199943
1972-04-17T00:00:00Z,-9.578038,53.922202,1972,4,17,Newport,72,1972-04-17,16,307,2.1875445347014395
1972-04-18T00:00:00Z,-9.578038,53.922202,1972,4,18,Newport,88,1972-04-18,16,395,2.81459313096765
1972-04-19T00:00:00Z,-9.578038,53.922202,1972,4,19,Newport,50,1972-04-19,16,445,3.170870742482542
1972-04-20T00:00:00Z,-9.578038,53.922202,1972,4,20,Newport,37,1972-04-20,16,482,3.434516175003563
1972-04-21T00:00:00Z,-9.578038,53.922202,1972,4,21,Newport,38,1972-04-21,16,520,3.705287159754881
1972-04-22T00:00:00Z,-9.578038,53.922202,1972,4,22,Newport,35,1972-04-22,17,555,3.954681487815306
1972-04-23T00:00:00Z,-9.578038,53.922202,1972,4,23,Newport,22,1972-04-23,17,577,4.111443636881859
1972-04-24T00:00:00Z,-9.578038,53.922202,1972,4,24,Newport,30,1972-04-24,17,607,4.325210203790794
1972-04-25T00:00:00Z,-9.578038,53.922202,1972,4,25,Newport,25,1972-04-25,17,632,4.5033490095482405
1972-04-26T00:00:00Z,-9.578038,53.922202,1972,4,26,Newport,27,1972-04-26,17,659,4.695738919766282
1972-04-27T00:00:00Z,-9.578038,53.922202,1972,4,27,Newport,102,1972-04-27,17,761,5.422545247256663
1972-04-28T00:00:00Z,-9.578038,53.922202,1972,4,28,Newport,467,1972-04-28,17,1228,8.750178138805758
1972-04-29T00:00:00Z,-9.578038,53.922202,1972,4,29,Newport,611,1972-04-29,18,1839,13.103890551517743
1972-04-30T00:00:00Z,-9.578038,53.922202,1972,4,30,Newport,753,1972-04-30,18,2592,18.469431380932022
1972-05-01T00:00:00Z,-9.578038,53.922202,1972,5,1,Newport,482,1972-05-01,18,3074,21.903947555935584
1972-05-02T00:00:00Z,-9.578038,53.922202,1972,5,2,Newport,185,1972-05-02,18,3259,23.222174718540685
1972-05-03T00:00:00Z,-9.578038,53.922202,1972,5,3,Newport,192,1972-05-03,18,3451,24.590280746757873
1972-05-04T00:00:00Z,-9.578038,53.922202,1972,5,4,Newport,267,1972-05-04,18,3718,26.4928031922474
1972-05-05T00:00:00Z,-9.578038,53.922202,1972,5,5,Newport,59,1972-05-05,18,3777,26.913210773834972
1972-05-06T00:00:00Z,-9.578038,53.922202,1972,5,6,Newport,977,1972-05-06,19,4754,33.874875302835974
1972-05-07T00:00:00Z,-9.578038,53.922202,1972,5,7,Newport,232,1972-05-07,19,4986,35.52800342026507
1972-05-08T00:00:00Z,-9.578038,53.922202,1972,5,8,Newport,2192,1972-05-08,19,7178,51.14721390907795
1972-05-09T00:00:00Z,-9.578038,53.922202,1972,5,9,Newport,421,1972-05-09,19,7599,54.147071398033354
1972-05-10T00:00:00Z,-9.578038,53.922202,1972,5,10,Newport,1446,1972-05-10,19,9045,64.45061992304404
1972-05-11T00:00:00Z,-9.578038,53.922202,1972,5,11,Newport,416,1972-05-11,19,9461,67.41484965084794
1972-05-12T00:00:00Z,-9.578038,53.922202,1972,5,12,Newport,320,1972-05-12,19,9781,69.69502636454325
1972-05-13T00:00:00Z,-9.578038,53.922202,1972,5,13,Newport,75,1972-05-13,20,9856,70.22944278181559
1972-05-14T00:00:00Z,-9.578038,53.922202,1972,5,14,Newport,96,1972-05-14,20,9952,70.91349579592419
1972-05-15T00:00:00Z,-9.578038,53.922202,1972,5,15,Newport,16,1972-05-15,20,9968,71.02750463160895
1972-05-16T00:00:00Z,-9.578038,53.922202,1972,5,16,Newport,241,1972-05-16,20,10209,72.74476271911074
1972-05-17T00:00:00Z,-9.578038,53.922202,1972,5,17,Newport,100,1972-05-17,20,10309,73.45731794214052
1972-05-18T00:00:00Z,-9.578038,53.922202,1972,5,18,Newport,63,1972-05-18,20,10372,73.90622773264927
1972-05-19T00:00:00Z,-9.578038,53.922202,1972,5,19,Newport,1374,1972-05-19,20,11746,83.69673649707853
1972-05-20T00:00:00Z,-9.578038,53.922202,1972,5,20,Newport,123,1972-05-20,21,11869,84.57317942140516
1972-05-21T00:00:00Z,-9.578038,53.922202,1972,5,21,Newport,46,1972-05-21,21,11915,84.90095482399886
1972-05-22T00:00:00Z,-9.578038,53.922202,1972,5,22,Newport,151,1972-05-22,21,12066,85.97691321077383
1972-05-23T00:00:00Z,-9.578038,53.922202,1972,5,23,Newport,948,1972-05-23,21,13014,92.7319367250962
1972-05-24T00:00:00Z,-9.578038,53.922202,1972,5,24,Newport,40,1972-05-24,21,13054,93.0169588143081
1972-05-25T00:00:00Z,-9.578038,53.922202,1972,5,25,Newport,67,1972-05-25,21,13121,93.49437081373807
1972-05-26T00:00:00Z,-9.578038,53.922202,1972,5,26,Newport,239,1972-05-26,21,13360,95.19737779677925
1972-05-27T00:00:00Z,-9.578038,53.922202,1972,5,27,Newport,99,1972-05-27,22,13459,95.90280746757873
1972-05-28T00:00:00Z,-9.578038,53.922202,1972,5,28,Newport,40,1972-05-28,22,13499,96.18782955679065
1972-05-29T00:00:00Z,-9.578038,53.922202,1972,5,29,Newport,65,1972-05-29,22,13564,96.65099045176001
1972-05-30T00:00:00Z,-9.578038,53.922202,1972,5,30,Newport,174,1972-05-30,22,13738,97.89083653983184
1972-05-31T00:00:00Z,-9.578038,53.922202,1972,5,31,Newport,101,1972-05-31,22,13839,98.61051731509191
1972-06-01T00:00:00Z,-9.578038,53.922202,1972,6,1,Newport,28,1972-06-01,22,13867,98.81003277754026
1972-06-02T00:00:00Z,-9.578038,53.922202,1972,6,2,Newport,26,1972-06-02,22,13893,98.995297135528
1972-06-03T00:00:00Z,-9.578038,53.922202,1972,6,3,Newport,26,1972-06-03,23,13919,99.18056149351575
1972-06-04T00:00:00Z,-9.578038,53.922202,1972,6,4,Newport,34,1972-06-04,23,13953,99.42283026934588
1972-06-05T00:00:00Z,-9.578038,53.922202,1972,6,5,Newport,27,1972-06-05,23,13980,99.6152201795639
1972-06-06T00:00:00Z,-9.578038,53.922202,1972,6,6,Newport,4,1972-06-06,23,13984,99.64372238848512
1972-06-07T00:00:00Z,-9.578038,53.922202,1972,6,7,Newport,9,1972-06-07,23,13993,99.70785235855779
1972-06-08T00:00:00Z,-9.578038,53.922202,1972,6,8,Newport,6,1972-06-08,23,13999,99.75060567193957
1972-06-09T00:00:00Z,-9.578038,53.922202,1972,6,9,Newport,8,1972-06-09,23,14007,99.80761008978196
1972-06-10T00:00:00Z,-9.578038,53.922202,1972,6,10,Newport,3,1972-06-10,24,14010,99.82898674647285
1972-06-11T00:00:00Z,-9.578038,53.922202,1972,6,11,Newport,7,1972-06-11,24,14017,99.87886561208494
1972-06-17T00:00:00Z,-9.578038,53.922202,1972,6,17,Newport,2,1972-06-17,25,14019,99.89311671654552
1972-06-19T00:00:00Z,-9.578038,53.922202,1972,6,19,Newport,5,1972-06-19,25,14024,99.92874447769702
1972-06-21T00:00:00Z,-9.578038,53.922202,1972,6,21,Newport,1,1972-06-21,25,14025,99.93587002992732
1972-06-23T00:00:00Z,-9.578038,53.922202,1972,6,23,Newport,3,1972-06-23,25,14028,99.95724668661822
1972-07-04T00:00:00Z,-9.578038,53.922202,1972,7,4,Newport,4,1972-07-04,27,14032,99.9857488955394
1972-07-06T00:00:00Z,-9.578038,53.922202,1972,7,6,Newport,1,1972-07-06,27,14033,99.9928744477697
1972-07-09T00:00:00Z,-9.578038,53.922202,1972,7,9,Newport,1,1972-07-09,28,14034,100
1973-04-03T00:00:00Z,-9.578038,53.922202,1973,4,3,Newport,1,1973-04-03,14,1,0.008863676653075695
1973-04-05T00:00:00Z,-9.578038,53.922202,1973,4,5,Newport,1,1973-04-05,14,2,0.01772735330615139
1973-04-06T00:00:00Z,-9.578038,53.922202,1973,4,6,Newport,4,1973-04-06,14,6,0.05318205991845417
1973-04-07T00:00:00Z,-9.578038,53.922202,1973,4,7,Newport,1,1973-04-07,14,7,0.06204573657152987
1973-04-08T00:00:00Z,-9.578038,53.922202,1973,4,8,Newport,4,1973-04-08,14,11,0.09750044318383265
1973-04-09T00:00:00Z,-9.578038,53.922202,1973,4,9,Newport,2,1973-04-09,15,13,0.11522779648998405
1973-04-10T00:00:00Z,-9.578038,53.922202,1973,4,10,Newport,4,1973-04-10,15,17,0.15068250310228684
1973-04-11T00:00:00Z,-9.578038,53.922202,1973,4,11,Newport,2,1973-04-11,15,19,0.16840985640843822
1973-04-12T00:00:00Z,-9.578038,53.922202,1973,4,12,Newport,6,1973-04-12,15,25,0.22159191632689237
1973-04-13T00:00:00Z,-9.578038,53.922202,1973,4,13,Newport,7,1973-04-13,15,32,0.28363765289842224
1973-04-14T00:00:00Z,-9.578038,53.922202,1973,4,14,Newport,22,1973-04-14,15,54,0.47863853926608757
1973-04-15T00:00:00Z,-9.578038,53.922202,1973,4,15,Newport,5,1973-04-15,15,59,0.5229569225314661
1973-04-16T00:00:00Z,-9.578038,53.922202,1973,4,16,Newport,7,1973-04-16,16,66,0.5850026591029959
1973-04-17T00:00:00Z,-9.578038,53.922202,1973,4,17,Newport,3,1973-04-17,16,69,0.611593689062223
1973-04-18T00:00:00Z,-9.578038,53.922202,1973,4,18,Newport,15,1973-04-18,16,84,0.7445488388583584
1973-04-19T00:00:00Z,-9.578038,53.922202,1973,4,19,Newport,9,1973-04-19,16,93,0.8243219287360397
1973-04-20T00:00:00Z,-9.578038,53.922202,1973,4,20,Newport,4,1973-04-20,16,97,0.8597766353483425
1973-04-21T00:00:00Z,-9.578038,53.922202,1973,4,21,Newport,8,1973-04-21,16,105,0.9306860485729481
