time,latitude,longitude,year,month,day,station,salmon_smolt_count_per_day,date,week,dailyCountCum,dailyPercentageCum,quartile
1994-05-14T00:00:00Z,-9.578038,53.922202,1994,5,14,Newport,400,1994-05-14,20,4495,75.58432823272238,75
1995-05-11T00:00:00Z,-9.578038,53.922202,1995,5,11,Newport,153,1995-05-11,19,1503,25.033311125916057,25
1995-05-23T00:00:00Z,-9.578038,53.922202,1995,5,23,Newport,289,1995-05-23,21,3267,54.41372418387741,50
1995-05-25T00:00:00Z,-9.578038,53.922202,1995,5,25,Newport,1717,1995-05-25,21,5044,84.01065956029313,75
1996-05-14T00:00:00Z,-9.578038,53.922202,1996,5,14,Newport,1703,1996-05-14,20,2869,46.84846505551927,25
1996-05-15T00:00:00Z,-9.578038,53.922202,1996,5,15,Newport,466,1996-05-15,20,3335,54.4578706727629,50
1996-05-27T00:00:00Z,-9.578038,53.922202,1996,5,27,Newport,427,1996-05-27,22,5007,81.76028739386022,75
1997-04-28T00:00:00Z,-9.578038,53.922202,1997,4,28,Newport,429,1997-04-28,17,1620,25.58837466435002,25
1997-04-30T00:00:00Z,-9.578038,53.922202,1997,4,30,Newport,1504,1997-04-30,18,3492,55.15716316537672,50
1997-05-02T00:00:00Z,-9.578038,53.922202,1997,5,2,Newport,353,1997-05-02,18,4831,76.3070604959722,75
1998-04-27T00:00:00Z,-9.578038,53.922202,1998,4,27,Newport,594,1998-04-27,17,2433,25.375469336670836,25
1998-05-07T00:00:00Z,-9.578038,53.922202,1998,5,7,Newport,1667,1998-05-07,19,6263,65.3212348769295,50
1998-05-08T00:00:00Z,-9.578038,53.922202,1998,5,8,Newport,991,1998-05-08,19,7254,75.65707133917397,75
1999-04-27T00:00:00Z,-9.578038,53.922202,1999,4,27,Newport,866,1999-04-27,17,2578,35.84040038926734,25
1999-05-04T00:00:00Z,-9.578038,53.922202,1999,5,4,Newport,234,1999-05-04,18,3773,52.45377450298901,50
1999-05-12T00:00:00Z,-9.578038,53.922202,1999,5,12,Newport,1009,1999-05-12,19,6315,87.7936883080773,75
2000-04-30T00:00:00Z,-9.578038,53.922202,2000,4,30,Newport,226,2000-04-30,18,1456,25.14246244171991,25
2000-05-21T00:00:00Z,-9.578038,53.922202,2000,5,21,Newport,1775,2000-05-21,21,4275,73.82144707304438,50
2000-05-22T00:00:00Z,-9.578038,53.922202,2000,5,22,Newport,550,2000-05-22,21,4825,83.31894318770506,75
2001-05-10T00:00:00Z,-9.578038,53.922202,2001,5,10,Newport,218,2001-05-10,19,1754,27.126507887411073,25
2001-05-15T00:00:00Z,-9.578038,53.922202,2001,5,15,Newport,68,2001-05-15,20,3242,50.13918960717599,50
2001-05-23T00:00:00Z,-9.578038,53.922202,2001,5,23,Newport,572,2001-05-23,21,5102,78.90504175688216,75
2002-04-29T00:00:00Z,-9.578038,53.922202,2002,4,29,Newport,545,2002-04-29,17,2562,29.697461458212587,25
2002-05-03T00:00:00Z,-9.578038,53.922202,2002,5,3,Newport,1408,2002-05-03,18,5255,60.91341138286774,50
2002-05-07T00:00:00Z,-9.578038,53.922202,2002,5,7,Newport,369,2002-05-07,19,6713,77.81384026892314,75
2003-04-29T00:00:00Z,-9.578038,53.922202,2003,4,29,Newport,737,2003-04-29,17,2256,31.125827814569533,25
2003-05-03T00:00:00Z,-9.578038,53.922202,2003,5,3,Newport,38,2003-05-03,18,3646,50.30353200883002,50
2003-05-10T00:00:00Z,-9.578038,53.922202,2003,5,10,Newport,333,2003-05-10,19,5549,76.55905077262693,75
2004-04-28T00:00:00Z,-9.578038,53.922202,2004,4,28,Newport,281,2004-04-28,17,2515,26.996565049377413,25
2004-05-07T00:00:00Z,-9.578038,53.922202,2004,5,7,Newport,2786,2004-05-07,19,6066,65.11378273937312,50
2004-05-08T00:00:00Z,-9.578038,53.922202,2004,5,8,Newport,1535,2004-05-08,19,7601,81.59081150708458,75
2005-04-23T00:00:00Z,-9.578038,53.922202,2005,4,23,Newport,539,2005-04-23,17,1962,27.021071477757886,25
2005-05-01T00:00:00Z,-9.578038,53.922202,2005,5,1,Newport,470,2005-05-01,18,3760,51.7835008951935,50
2005-05-06T00:00:00Z,-9.578038,53.922202,2005,5,6,Newport,361,2005-05-06,18,5546,76.3806638204104,75
2006-05-03T00:00:00Z,-9.578038,53.922202,2006,5,3,Newport,491,2006-05-03,18,2337,29.48895899053628,25
2006-05-07T00:00:00Z,-9.578038,53.922202,2006,5,7,Newport,658,2006-05-07,19,4369,55.12933753943218,50
2006-05-10T00:00:00Z,-9.578038,53.922202,2006,5,10,Newport,811,2006-05-10,19,5993,75.62145110410094,75
2007-04-26T00:00:00Z,-9.578038,53.922202,2007,4,26,Newport,548,2007-04-26,17,1971,29.483919222139114,25
2007-04-30T00:00:00Z,-9.578038,53.922202,2007,4,30,Newport,211,2007-04-30,18,3431,51.32385938668661,50
2007-05-09T00:00:00Z,-9.578038,53.922202,2007,5,9,Newport,288,2007-05-09,19,5297,79.23709798055347,75
2008-05-05T00:00:00Z,-9.578038,53.922202,2008,5,5,Newport,614,2008-05-05,18,1786,25.850340136054424,25
2008-05-13T00:00:00Z,-9.578038,53.922202,2008,5,13,Newport,826,2008-05-13,20,4041,58.48892748588798,50
2008-05-16T00:00:00Z,-9.578038,53.922202,2008,5,16,Newport,159,2008-05-16,20,5320,77.00101317122594,75
2009-04-28T00:00:00Z,-9.578038,53.922202,2009,4,28,Newport,763,2009-04-28,17,2671,33.471177944862156,25
2009-05-01T00:00:00Z,-9.578038,53.922202,2009,5,1,Newport,491,2009-05-01,18,4202,52.65664160401003,50
2009-05-08T00:00:00Z,-9.578038,53.922202,2009,5,8,Newport,469,2009-05-08,19,6353,79.61152882205513,75
2010-05-19T00:00:00Z,-9.578038,53.922202,2010,5,19,Newport,1943,2010-05-19,20,2806,39.393513968833354,25
2010-05-20T00:00:00Z,-9.578038,53.922202,2010,5,20,Newport,2513,2010-05-20,20,5319,74.67359258739296,50
2010-05-21T00:00:00Z,-9.578038,53.922202,2010,5,21,Newport,491,2010-05-21,21,5810,81.56675558051383,75
2011-04-19T00:00:00Z,-9.578038,53.922202,2011,4,19,Newport,310,2011-04-19,16,1692,25.53191489361702,25
2011-05-06T00:00:00Z,-9.578038,53.922202,2011,5,6,Newport,300,2011-05-06,18,3384,51.06382978723404,50
2011-05-11T00:00:00Z,-9.578038,53.922202,2011,5,11,Newport,900,2011-05-11,19,5157,77.818017202354,75
2012-04-20T00:00:00Z,-9.578038,53.922202,2012,4,20,Newport,466,2012-04-20,16,2033,26.344434365686148,25
2012-05-15T00:00:00Z,-9.578038,53.922202,2012,5,15,Newport,368,2012-05-15,20,3939,51.043151483737205,50
2012-05-17T00:00:00Z,-9.578038,53.922202,2012,5,17,Newport,893,2012-05-17,20,5871,76.0787870934301,75
2013-05-11T00:00:00Z,-9.578038,53.922202,2013,5,11,Newport,70,2013-05-11,19,1622,25.523210070810386,25
2013-05-17T00:00:00Z,-9.578038,53.922202,2013,5,17,Newport,807,2013-05-17,20,3449,54.272226593233675,50
2013-05-21T00:00:00Z,-9.578038,53.922202,2013,5,21,Newport,551,2013-05-21,21,5023,79.04012588512983,75
2014-05-04T00:00:00Z,-9.578038,53.922202,2014,5,4,Newport,270,2014-05-04,18,2259,27.717791411042946,25
2014-05-07T00:00:00Z,-9.578038,53.922202,2014,5,7,Newport,997,2014-05-07,19,4768,58.50306748466257,50
2014-05-11T00:00:00Z,-9.578038,53.922202,2014,5,11,Newport,225,2014-05-11,19,6238,76.5398773006135,75
2015-05-03T00:00:00Z,-9.578038,53.922202,2015,5,3,Newport,170,2015-05-03,18,1789,25.43360818879727,25
2015-05-07T00:00:00Z,-9.578038,53.922202,2015,5,7,Newport,2267,2015-05-07,19,4662,66.27807790730736,50
2015-05-10T00:00:00Z,-9.578038,53.922202,2015,5,10,Newport,202,2015-05-10,19,5452,77.50924083025306,75
2016-05-04T00:00:00Z,-9.578038,53.922202,2016,5,4,Newport,342,2016-05-04,18,2028,27.54686226568867,25
2016-05-07T00:00:00Z,-9.578038,53.922202,2016,5,7,Newport,312,2016-05-07,19,3867,52.526487367563156,50
2016-05-12T00:00:00Z,-9.578038,53.922202,2016,5,12,Newport,495,2016-05-12,19,6012,81.66259168704157,75
2017-05-07T00:00:00Z,-9.578038,53.922202,2017,5,7,Newport,157,2017-05-07,19,1353,26.903957049115135,25
2017-05-09T00:00:00Z,-9.578038,53.922202,2017,5,9,Newport,596,2017-05-09,19,2545,50.60648240206801,50
2017-05-15T00:00:00Z,-9.578038,53.922202,2017,5,15,Newport,1001,2017-05-15,20,4057,80.67210180950487,75
2018-05-11T00:00:00Z,-9.578038,53.922202,2018,5,11,Newport,135,2018-05-11,19,1620,25.019305019305023,25
2018-05-16T00:00:00Z,-9.578038,53.922202,2018,5,16,Newport,319,2018-05-16,20,3325,51.35135135135135,50
2018-05-22T00:00:00Z,-9.578038,53.922202,2018,5,22,Newport,373,2018-05-22,21,5172,79.87644787644787,75
2019-04-30T00:00:00Z,-9.578038,53.922202,2019,4,30,Newport,1258,2019-04-30,18,2667,45.157466982729424,25
2019-05-02T00:00:00Z,-9.578038,53.922202,2019,5,2,Newport,414,2019-05-02,18,3354,56.789705384354896,50
2019-05-07T00:00:00Z,-9.578038,53.922202,2019,5,7,Newport,254,2019-05-07,19,4541,76.88791059939045,75
