julianday,year,count,intDate,date,month,week,day,dailyCountCum,dailyPercentageCum
57,1997,0,9918,1997-02-26,2,9,57,0,0
58,1997,0,9919,1997-02-27,2,9,58,0,0
59,1997,0,9920,1997-02-28,2,9,59,0,0
60,1997,0,9921,1997-03-01,3,9,60,0,0
61,1997,0,9922,1997-03-02,3,9,61,0,0
62,1997,0,9923,1997-03-03,3,9,62,0,0
63,1997,0,9924,1997-03-04,3,9,63,0,0
64,1997,0,9925,1997-03-05,3,10,64,0,0
65,1997,0,9926,1997-03-06,3,10,65,0,0
66,1997,0,9927,1997-03-07,3,10,66,0,0
67,1997,0,9928,1997-03-08,3,10,67,0,0
68,1997,0,9929,1997-03-09,3,10,68,0,0
69,1997,0,9930,1997-03-10,3,10,69,0,0
70,1997,0,9931,1997-03-11,3,10,70,0,0
71,1997,0,9932,1997-03-12,3,11,71,0,0
72,1997,0,9933,1997-03-13,3,11,72,0,0
73,1997,0,9934,1997-03-14,3,11,73,0,0
74,1997,0,9935,1997-03-15,3,11,74,0,0
75,1997,0,9936,1997-03-16,3,11,75,0,0
76,1997,0,9937,1997-03-17,3,11,76,0,0
77,1997,0,9938,1997-03-18,3,11,77,0,0
78,1997,0,9939,1997-03-19,3,12,78,0,0
79,1997,0,9940,1997-03-20,3,12,79,0,0
80,1997,0,9941,1997-03-21,3,12,80,0,0
81,1997,0,9942,1997-03-22,3,12,81,0,0
82,1997,0,9943,1997-03-23,3,12,82,0,0
83,1997,0,9944,1997-03-24,3,12,83,0,0
84,1997,0,9945,1997-03-25,3,12,84,0,0
85,1997,0,9946,1997-03-26,3,13,85,0,0
86,1997,0,9947,1997-03-27,3,13,86,0,0
87,1997,0,9948,1997-03-28,3,13,87,0,0
88,1997,0,9949,1997-03-29,3,13,88,0,0
89,1997,0,9950,1997-03-30,3,13,89,0,0
90,1997,5,9951,1997-03-31,3,13,90,5,0.1025220422390814
91,1997,46,9952,1997-04-01,4,13,91,51,1.0457248308386302
92,1997,59,9953,1997-04-02,4,14,92,110,2.255484929259791
93,1997,56,9954,1997-04-03,4,14,93,166,3.4037318023375027
94,1997,55,9955,1997-04-04,4,14,94,221,4.531474266967398
95,1997,59,9956,1997-04-05,4,14,95,280,5.741234365388558
96,1997,137,9957,1997-04-06,4,14,96,417,8.550338322739389
97,1997,112,9958,1997-04-07,4,14,97,529,10.846832068894813
98,1997,367,9959,1997-04-08,4,14,98,896,18.37194996924339
99,1997,395,9960,1997-04-09,4,15,99,1291,26.47119130613082
100,1997,401,9961,1997-04-10,4,15,100,1692,34.69345909370515
101,1997,279,9962,1997-04-11,4,15,101,1971,40.41418905064589
102,1997,223,9963,1997-04-12,4,15,102,2194,44.98667213450892
103,1997,85,9964,1997-04-13,4,15,103,2279,46.72954685257331
104,1997,118,9965,1997-04-14,4,15,104,2397,49.14906704941562
105,1997,143,9966,1997-04-15,4,15,105,2540,52.08119745745336
106,1997,77,9967,1997-04-16,4,16,106,2617,53.66003690793521
107,1997,85,9968,1997-04-17,4,16,107,2702,55.402911625999586
108,1997,79,9969,1997-04-18,4,16,108,2781,57.02275989337707
109,1997,30,9970,1997-04-19,4,16,109,2811,57.637892146811566
110,1997,48,9971,1997-04-20,4,16,110,2859,58.62210375230674
111,1997,40,9972,1997-04-21,4,16,111,2899,59.4422800902194
112,1997,23,9973,1997-04-22,4,16,112,2922,59.91388148451917
113,1997,37,9974,1997-04-23,4,17,113,2959,60.672544597088375
114,1997,40,9975,1997-04-24,4,17,114,2999,61.492720935001024
115,1997,116,9976,1997-04-25,4,17,115,3115,63.87123231494771
116,1997,541,9977,1997-04-26,4,17,116,3656,74.96411728521633
117,1997,561,9978,1997-04-27,4,17,117,4217,86.46709042444125
118,1997,254,9979,1997-04-28,4,17,118,4471,91.67521017018659
119,1997,139,9980,1997-04-29,4,17,119,4610,94.52532294443306
120,1997,67,9981,1997-04-30,4,18,120,4677,95.89911831043675
121,1997,50,9982,1997-05-01,5,18,121,4727,96.92433873282755
122,1997,36,9983,1997-05-02,5,18,122,4763,97.66249743694895
123,1997,4,9984,1997-05-03,5,18,123,4767,97.7445150707402
124,1997,24,9985,1997-05-04,5,18,124,4791,98.2366208734878
125,1997,54,9986,1997-05-05,5,18,125,4845,99.34385892966988
126,1997,20,9987,1997-05-06,5,18,126,4865,99.7539470986262
127,1997,2,9988,1997-05-07,5,19,127,4867,99.79495591552183
128,1997,1,9989,1997-05-08,5,19,128,4868,99.81546032396965
129,1997,4,9990,1997-05-09,5,19,129,4872,99.89747795776091
130,1997,5,9991,1997-05-10,5,19,130,4877,100
131,1997,0,9992,1997-05-11,5,19,131,4877,100
132,1997,0,9993,1997-05-12,5,19,132,4877,100
133,1997,0,9994,1997-05-13,5,19,133,4877,100
134,1997,0,9995,1997-05-14,5,20,134,4877,100
135,1997,0,9996,1997-05-15,5,20,135,4877,100
136,1997,0,9997,1997-05-16,5,20,136,4877,100
137,1997,0,9998,1997-05-17,5,20,137,4877,100
138,1997,0,9999,1997-05-18,5,20,138,4877,100
139,1997,0,10000,1997-05-19,5,20,139,4877,100
140,1997,0,10001,1997-05-20,5,20,140,4877,100
141,1997,0,10002,1997-05-21,5,21,141,4877,100
142,1997,0,10003,1997-05-22,5,21,142,4877,100
143,1997,0,10004,1997-05-23,5,21,143,4877,100
144,1997,0,10005,1997-05-24,5,21,144,4877,100
145,1997,0,10006,1997-05-25,5,21,145,4877,100
146,1997,0,10007,1997-05-26,5,21,146,4877,100
147,1997,0,10008,1997-05-27,5,21,147,4877,100
148,1997,0,10009,1997-05-28,5,22,148,4877,100
149,1997,0,10010,1997-05-29,5,22,149,4877,100
150,1997,0,10011,1997-05-30,5,22,150,4877,100
151,1997,0,10012,1997-05-31,5,22,151,4877,100
152,1997,0,10013,1997-06-01,6,22,152,4877,100
153,1997,0,10014,1997-06-02,6,22,153,4877,100
154,1997,0,10015,1997-06-03,6,22,154,4877,100
155,1997,0,10016,1997-06-04,6,23,155,4877,100
156,1997,0,10017,1997-06-05,6,23,156,4877,100
157,1997,0,10018,1997-06-06,6,23,157,4877,100
158,1997,0,10019,1997-06-07,6,23,158,4877,100
159,1997,0,10020,1997-06-08,6,23,159,4877,100
160,1997,0,10021,1997-06-09,6,23,160,4877,100
161,1997,0,10022,1997-06-10,6,23,161,4877,100
162,1997,0,10023,1997-06-11,6,24,162,4877,100
163,1997,0,10024,1997-06-12,6,24,163,4877,100
164,1997,0,10025,1997-06-13,6,24,164,4877,100
165,1997,0,10026,1997-06-14,6,24,165,4877,100
166,1997,0,10027,1997-06-15,6,24,166,4877,100
167,1997,0,10028,1997-06-16,6,24,167,4877,100
168,1997,0,10029,1997-06-17,6,24,168,4877,100
169,1997,0,10030,1997-06-18,6,25,169,4877,100
170,1997,0,10031,1997-06-19,6,25,170,4877,100
171,1997,0,10032,1997-06-20,6,25,171,4877,100
172,1997,0,10033,1997-06-21,6,25,172,4877,100
173,1997,0,10034,1997-06-22,6,25,173,4877,100
174,1997,0,10035,1997-06-23,6,25,174,4877,100
175,1997,0,10036,1997-06-24,6,25,175,4877,100
176,1997,0,10037,1997-06-25,6,26,176,4877,100
177,1997,0,10038,1997-06-26,6,26,177,4877,100
178,1997,0,10039,1997-06-27,6,26,178,4877,100
179,1997,0,10040,1997-06-28,6,26,179,4877,100
180,1997,0,10041,1997-06-29,6,26,180,4877,100
1,1998,0,10227,1998-01-01,1,1,1,0,0
2,1998,0,10228,1998-01-02,1,1,2,0,0
3,1998,0,10229,1998-01-03,1,1,3,0,0
4,1998,0,10230,1998-01-04,1,1,4,0,0
5,1998,0,10231,1998-01-05,1,1,5,0,0
6,1998,0,10232,1998-01-06,1,1,6,0,0
7,1998,0,10233,1998-01-07,1,1,7,0,0
8,1998,0,10234,1998-01-08,1,2,8,0,0
9,1998,0,10235,1998-01-09,1,2,9,0,0
10,1998,0,10236,1998-01-10,1,2,10,0,0
11,1998,0,10237,1998-01-11,1,2,11,0,0
12,1998,0,10238,1998-01-12,1,2,12,0,0
13,1998,0,10239,1998-01-13,1,2,13,0,0
14,1998,0,10240,1998-01-14,1,2,14,0,0
15,1998,0,10241,1998-01-15,1,3,15,0,0
16,1998,0,10242,1998-01-16,1,3,16,0,0
17,1998,0,10243,1998-01-17,1,3,17,0,0
18,1998,0,10244,1998-01-18,1,3,18,0,0
19,1998,0,10245,1998-01-19,1,3,19,0,0
20,1998,0,10246,1998-01-20,1,3,20,0,0
21,1998,0,10247,1998-01-21,1,3,21,0,0
22,1998,0,10248,1998-01-22,1,4,22,0,0
23,1998,0,10249,1998-01-23,1,4,23,0,0
24,1998,0,10250,1998-01-24,1,4,24,0,0
25,1998,0,10251,1998-01-25,1,4,25,0,0
26,1998,0,10252,1998-01-26,1,4,26,0,0
27,1998,0,10253,1998-01-27,1,4,27,0,0
28,1998,0,10254,1998-01-28,1,4,28,0,0
29,1998,0,10255,1998-01-29,1,5,29,0,0
30,1998,0,10256,1998-01-30,1,5,30,0,0
31,1998,0,10257,1998-01-31,1,5,31,0,0
32,1998,0,10258,1998-02-01,2,5,32,0,0
33,1998,0,10259,1998-02-02,2,5,33,0,0
34,1998,0,10260,1998-02-03,2,5,34,0,0
35,1998,0,10261,1998-02-04,2,5,35,0,0
36,1998,0,10262,1998-02-05,2,6,36,0,0
37,1998,0,10263,1998-02-06,2,6,37,0,0
38,1998,0,10264,1998-02-07,2,6,38,0,0
39,1998,0,10265,1998-02-08,2,6,39,0,0
40,1998,0,10266,1998-02-09,2,6,40,0,0
41,1998,0,10267,1998-02-10,2,6,41,0,0
42,1998,0,10268,1998-02-11,2,6,42,0,0
43,1998,0,10269,1998-02-12,2,7,43,0,0
44,1998,0,10270,1998-02-13,2,7,44,0,0
45,1998,0,10271,1998-02-14,2,7,45,0,0
46,1998,0,10272,1998-02-15,2,7,46,0,0
47,1998,0,10273,1998-02-16,2,7,47,0,0
48,1998,0,10274,1998-02-17,2,7,48,0,0
49,1998,0,10275,1998-02-18,2,7,49,0,0
50,1998,0,10276,1998-02-19,2,8,50,0,0
51,1998,0,10277,1998-02-20,2,8,51,0,0
52,1998,0,10278,1998-02-21,2,8,52,0,0
53,1998,0,10279,1998-02-22,2,8,53,0,0
54,1998,0,10280,1998-02-23,2,8,54,0,0
55,1998,0,10281,1998-02-24,2,8,55,0,0
56,1998,0,10282,1998-02-25,2,8,56,0,0
57,1998,0,10283,1998-02-26,2,9,57,0,0
58,1998,0,10284,1998-02-27,2,9,58,0,0
59,1998,0,10285,1998-02-28,2,9,59,0,0
60,1998,0,10286,1998-03-01,3,9,60,0,0
61,1998,0,10287,1998-03-02,3,9,61,0,0
62,1998,0,10288,1998-03-03,3,9,62,0,0
63,1998,0,10289,1998-03-04,3,9,63,0,0
64,1998,0,10290,1998-03-05,3,10,64,0,0
65,1998,0,10291,1998-03-06,3,10,65,0,0
66,1998,0,10292,1998-03-07,3,10,66,0,0
67,1998,0,10293,1998-03-08,3,10,67,0,0
68,1998,0,10294,1998-03-09,3,10,68,0,0
69,1998,0,10295,1998-03-10,3,10,69,0,0
70,1998,0,10296,1998-03-11,3,10,70,0,0
71,1998,0,10297,1998-03-12,3,11,71,0,0
72,1998,0,10298,1998-03-13,3,11,72,0,0
73,1998,0,10299,1998-03-14,3,11,73,0,0
74,1998,1,10300,1998-03-15,3,11,74,1,0.1141552511415525
75,1998,0,10301,1998-03-16,3,11,75,1,0.1141552511415525
76,1998,0,10302,1998-03-17,3,11,76,1,0.1141552511415525
77,1998,0,10303,1998-03-18,3,11,77,1,0.1141552511415525
78,1998,1,10304,1998-03-19,3,12,78,2,0.228310502283105
79,1998,1,10305,1998-03-20,3,12,79,3,0.3424657534246575
80,1998,1,10306,1998-03-21,3,12,80,4,0.45662100456621
81,1998,1,10307,1998-03-22,3,12,81,5,0.5707762557077625
82,1998,0,10308,1998-03-23,3,12,82,5,0.5707762557077625
83,1998,2,10309,1998-03-24,3,12,83,7,0.7990867579908676
84,1998,0,10310,1998-03-25,3,12,84,7,0.7990867579908676
85,1998,0,10311,1998-03-26,3,13,85,7,0.7990867579908676
86,1998,3,10312,1998-03-27,3,13,86,10,1.141552511415525
87,1998,13,10313,1998-03-28,3,13,87,23,2.6255707762557075
88,1998,14,10314,1998-03-29,3,13,88,37,4.223744292237443
89,1998,19,10315,1998-03-30,3,13,89,56,6.392694063926941
90,1998,22,10316,1998-03-31,3,13,90,78,8.904109589041095
91,1998,15,10317,1998-04-01,4,13,91,93,10.616438356164384
92,1998,98,10318,1998-04-02,4,14,92,191,21.80365296803653
93,1998,53,10319,1998-04-03,4,14,93,244,27.85388127853881
94,1998,30,10320,1998-04-04,4,14,94,274,31.27853881278539
95,1998,12,10321,1998-04-05,4,14,95,286,32.64840182648402
96,1998,14,10322,1998-04-06,4,14,96,300,34.24657534246575
97,1998,14,10323,1998-04-07,4,14,97,314,35.84474885844749
98,1998,18,10324,1998-04-08,4,14,98,332,37.89954337899543
99,1998,6,10325,1998-04-09,4,15,99,338,38.58447488584475
100,1998,5,10326,1998-04-10,4,15,100,343,39.15525114155251
101,1998,2,10327,1998-04-11,4,15,101,345,39.38356164383562
102,1998,5,10328,1998-04-12,4,15,102,350,39.95433789954338
103,1998,11,10329,1998-04-13,4,15,103,361,41.210045662100455
104,1998,25,10330,1998-04-14,4,15,104,386,44.06392694063927
105,1998,74,10331,1998-04-15,4,15,105,460,52.51141552511416
106,1998,86,10332,1998-04-16,4,16,106,546,62.328767123287676
107,1998,4,10333,1998-04-17,4,16,107,550,62.78538812785388
108,1998,9,10334,1998-04-18,4,16,108,559,63.81278538812786
109,1998,11,10335,1998-04-19,4,16,109,570,65.06849315068493
110,1998,26,10336,1998-04-20,4,16,110,596,68.0365296803653
111,1998,10,10337,1998-04-21,4,16,111,606,69.17808219178082
112,1998,19,10338,1998-04-22,4,16,112,625,71.34703196347031
113,1998,33,10339,1998-04-23,4,17,113,658,75.11415525114155
114,1998,0,10340,1998-04-24,4,17,114,658,75.11415525114155
115,1998,38,10341,1998-04-25,4,17,115,696,79.45205479452055
116,1998,26,10342,1998-04-26,4,17,116,722,82.42009132420091
117,1998,3,10343,1998-04-27,4,17,117,725,82.76255707762557
118,1998,5,10344,1998-04-28,4,17,118,730,83.33333333333334
119,1998,20,10345,1998-04-29,4,17,119,750,85.61643835616438
120,1998,25,10346,1998-04-30,4,18,120,775,88.4703196347032
121,1998,7,10347,1998-05-01,5,18,121,782,89.26940639269407
122,1998,4,10348,1998-05-02,5,18,122,786,89.72602739726028
123,1998,7,10349,1998-05-03,5,18,123,793,90.52511415525115
124,1998,15,10350,1998-05-04,5,18,124,808,92.23744292237443
125,1998,19,10351,1998-05-05,5,18,125,827,94.40639269406392
126,1998,7,10352,1998-05-06,5,18,126,834,95.2054794520548
127,1998,9,10353,1998-05-07,5,19,127,843,96.23287671232876
128,1998,16,10354,1998-05-08,5,19,128,859,98.0593607305936
129,1998,2,10355,1998-05-09,5,19,129,861,98.28767123287672
130,1998,7,10356,1998-05-10,5,19,130,868,99.08675799086758
131,1998,1,10357,1998-05-11,5,19,131,869,99.20091324200914
132,1998,2,10358,1998-05-12,5,19,132,871,99.42922374429224
133,1998,2,10359,1998-05-13,5,19,133,873,99.65753424657534
134,1998,1,10360,1998-05-14,5,20,134,874,99.77168949771689
135,1998,1,10361,1998-05-15,5,20,135,875,99.88584474885845
136,1998,1,10362,1998-05-16,5,20,136,876,100
137,1998,0,10363,1998-05-17,5,20,137,876,100
138,1998,0,10364,1998-05-18,5,20,138,876,100
139,1998,0,10365,1998-05-19,5,20,139,876,100
140,1998,0,10366,1998-05-20,5,20,140,876,100
141,1998,0,10367,1998-05-21,5,21,141,876,100
142,1998,0,10368,1998-05-22,5,21,142,876,100
143,1998,0,10369,1998-05-23,5,21,143,876,100
144,1998,0,10370,1998-05-24,5,21,144,876,100
145,1998,0,10371,1998-05-25,5,21,145,876,100
146,1998,0,10372,1998-05-26,5,21,146,876,100
147,1998,0,10373,1998-05-27,5,21,147,876,100
148,1998,0,10374,1998-05-28,5,22,148,876,100
149,1998,0,10375,1998-05-29,5,22,149,876,100
150,1998,0,10376,1998-05-30,5,22,150,876,100
151,1998,0,10377,1998-05-31,5,22,151,876,100
152,1998,0,10378,1998-06-01,6,22,152,876,100
153,1998,0,10379,1998-06-02,6,22,153,876,100
154,1998,0,10380,1998-06-03,6,22,154,876,100
155,1998,0,10381,1998-06-04,6,23,155,876,100
156,1998,0,10382,1998-06-05,6,23,156,876,100
157,1998,0,10383,1998-06-06,6,23,157,876,100
158,1998,0,10384,1998-06-07,6,23,158,876,100
159,1998,0,10385,1998-06-08,6,23,159,876,100
160,1998,0,10386,1998-06-09,6,23,160,876,100
161,1998,0,10387,1998-06-10,6,23,161,876,100
162,1998,0,10388,1998-06-11,6,24,162,876,100
163,1998,0,10389,1998-06-12,6,24,163,876,100
164,1998,0,10390,1998-06-13,6,24,164,876,100
165,1998,0,10391,1998-06-14,6,24,165,876,100
166,1998,0,10392,1998-06-15,6,24,166,876,100
167,1998,0,10393,1998-06-16,6,24,167,876,100
168,1998,0,10394,1998-06-17,6,24,168,876,100
169,1998,0,10395,1998-06-18,6,25,169,876,100
170,1998,0,10396,1998-06-19,6,25,170,876,100
171,1998,0,10397,1998-06-20,6,25,171,876,100
172,1998,0,10398,1998-06-21,6,25,172,876,100
173,1998,0,10399,1998-06-22,6,25,173,876,100
174,1998,0,10400,1998-06-23,6,25,174,876,100
175,1998,0,10401,1998-06-24,6,25,175,876,100
176,1998,0,10402,1998-06-25,6,26,176,876,100
177,1998,0,10403,1998-06-26,6,26,177,876,100
178,1998,0,10404,1998-06-27,6,26,178,876,100
179,1998,0,10405,1998-06-28,6,26,179,876,100
180,1998,0,10406,1998-06-29,6,26,180,876,100
1,1999,0,10592,1999-01-01,1,1,1,0,0
2,1999,0,10593,1999-01-02,1,1,2,0,0
3,1999,0,10594,1999-01-03,1,1,3,0,0
4,1999,0,10595,1999-01-04,1,1,4,0,0
5,1999,0,10596,1999-01-05,1,1,5,0,0
6,1999,0,10597,1999-01-06,1,1,6,0,0
7,1999,0,10598,1999-01-07,1,1,7,0,0
8,1999,0,10599,1999-01-08,1,2,8,0,0
9,1999,0,10600,1999-01-09,1,2,9,0,0
10,1999,0,10601,1999-01-10,1,2,10,0,0
11,1999,0,10602,1999-01-11,1,2,11,0,0
12,1999,0,10603,1999-01-12,1,2,12,0,0
13,1999,0,10604,1999-01-13,1,2,13,0,0
14,1999,0,10605,1999-01-14,1,2,14,0,0
15,1999,0,10606,1999-01-15,1,3,15,0,0
16,1999,0,10607,1999-01-16,1,3,16,0,0
17,1999,0,10608,1999-01-17,1,3,17,0,0
18,1999,0,10609,1999-01-18,1,3,18,0,0
19,1999,0,10610,1999-01-19,1,3,19,0,0
20,1999,0,10611,1999-01-20,1,3,20,0,0
21,1999,0,10612,1999-01-21,1,3,21,0,0
22,1999,0,10613,1999-01-22,1,4,22,0,0
23,1999,0,10614,1999-01-23,1,4,23,0,0
24,1999,0,10615,1999-01-24,1,4,24,0,0
25,1999,0,10616,1999-01-25,1,4,25,0,0
26,1999,0,10617,1999-01-26,1,4,26,0,0
27,1999,0,10618,1999-01-27,1,4,27,0,0
28,1999,0,10619,1999-01-28,1,4,28,0,0
29,1999,0,10620,1999-01-29,1,5,29,0,0
30,1999,0,10621,1999-01-30,1,5,30,0,0
31,1999,0,10622,1999-01-31,1,5,31,0,0
32,1999,0,10623,1999-02-01,2,5,32,0,0
33,1999,0,10624,1999-02-02,2,5,33,0,0
34,1999,0,10625,1999-02-03,2,5,34,0,0
35,1999,0,10626,1999-02-04,2,5,35,0,0
36,1999,0,10627,1999-02-05,2,6,36,0,0
37,1999,0,10628,1999-02-06,2,6,37,0,0
38,1999,0,10629,1999-02-07,2,6,38,0,0
39,1999,0,10630,1999-02-08,2,6,39,0,0
40,1999,0,10631,1999-02-09,2,6,40,0,0
41,1999,0,10632,1999-02-10,2,6,41,0,0
42,1999,0,10633,1999-02-11,2,6,42,0,0
43,1999,0,10634,1999-02-12,2,7,43,0,0
44,1999,0,10635,1999-02-13,2,7,44,0,0
45,1999,0,10636,1999-02-14,2,7,45,0,0
46,1999,0,10637,1999-02-15,2,7,46,0,0
47,1999,0,10638,1999-02-16,2,7,47,0,0
48,1999,0,10639,1999-02-17,2,7,48,0,0
49,1999,0,10640,1999-02-18,2,7,49,0,0
50,1999,0,10641,1999-02-19,2,8,50,0,0
51,1999,0,10642,1999-02-20,2,8,51,0,0
52,1999,0,10643,1999-02-21,2,8,52,0,0
53,1999,0,10644,1999-02-22,2,8,53,0,0
54,1999,0,10645,1999-02-23,2,8,54,0,0
55,1999,0,10646,1999-02-24,2,8,55,0,0
56,1999,0,10647,1999-02-25,2,8,56,0,0
57,1999,0,10648,1999-02-26,2,9,57,0,0
58,1999,0,10649,1999-02-27,2,9,58,0,0
59,1999,0,10650,1999-02-28,2,9,59,0,0
60,1999,0,10651,1999-03-01,3,9,60,0,0
61,1999,0,10652,1999-03-02,3,9,61,0,0
62,1999,0,10653,1999-03-03,3,9,62,0,0
63,1999,0,10654,1999-03-04,3,9,63,0,0
64,1999,0,10655,1999-03-05,3,10,64,0,0
65,1999,0,10656,1999-03-06,3,10,65,0,0
66,1999,0,10657,1999-03-07,3,10,66,0,0
67,1999,0,10658,1999-03-08,3,10,67,0,0
68,1999,0,10659,1999-03-09,3,10,68,0,0
69,1999,0,10660,1999-03-10,3,10,69,0,0
70,1999,0,10661,1999-03-11,3,10,70,0,0
71,1999,0,10662,1999-03-12,3,11,71,0,0
72,1999,0,10663,1999-03-13,3,11,72,0,0
73,1999,0,10664,1999-03-14,3,11,73,0,0
74,1999,0,10665,1999-03-15,3,11,74,0,0
75,1999,0,10666,1999-03-16,3,11,75,0,0
76,1999,0,10667,1999-03-17,3,11,76,0,0
77,1999,1,10668,1999-03-18,3,11,77,1,0.2724795640326975
78,1999,2,10669,1999-03-19,3,12,78,3,0.8174386920980926
79,1999,0,10670,1999-03-20,3,12,79,3,0.8174386920980926
80,1999,0,10671,1999-03-21,3,12,80,3,0.8174386920980926
81,1999,0,10672,1999-03-22,3,12,81,3,0.8174386920980926
82,1999,2,10673,1999-03-23,3,12,82,5,1.3623978201634876
83,1999,1,10674,1999-03-24,3,12,83,6,1.6348773841961852
84,1999,3,10675,1999-03-25,3,12,84,9,2.452316076294278
85,1999,1,10676,1999-03-26,3,13,85,10,2.7247956403269753
86,1999,11,10677,1999-03-27,3,13,86,21,5.722070844686648
87,1999,3,10678,1999-03-28,3,13,87,24,6.539509536784741
88,1999,9,10679,1999-03-29,3,13,88,33,8.991825613079019
89,1999,23,10680,1999-03-30,3,13,89,56,15.258855585831062
90,1999,19,10681,1999-03-31,3,13,90,75,20.435967302452315
91,1999,8,10682,1999-04-01,4,13,91,83,22.615803814713896
92,1999,61,10683,1999-04-02,4,14,92,144,39.23705722070845
93,1999,2,10684,1999-04-03,4,14,93,146,39.782016348773844
94,1999,13,10685,1999-04-04,4,14,94,159,43.32425068119891
95,1999,17,10686,1999-04-05,4,14,95,176,47.956403269754766
96,1999,18,10687,1999-04-06,4,14,96,194,52.86103542234333
97,1999,12,10688,1999-04-07,4,14,97,206,56.13079019073569
98,1999,24,10689,1999-04-08,4,14,98,230,62.67029972752044
99,1999,23,10690,1999-04-09,4,15,99,253,68.93732970027247
100,1999,13,10691,1999-04-10,4,15,100,266,72.47956403269755
101,1999,16,10692,1999-04-11,4,15,101,282,76.83923705722071
102,1999,1,10693,1999-04-12,4,15,102,283,77.11171662125341
103,1999,17,10694,1999-04-13,4,15,103,300,81.74386920980926
104,1999,12,10695,1999-04-14,4,15,104,312,85.01362397820164
105,1999,10,10696,1999-04-15,4,15,105,322,87.73841961852861
106,1999,8,10697,1999-04-16,4,16,106,330,89.91825613079018
107,1999,11,10698,1999-04-17,4,16,107,341,92.91553133514986
108,1999,6,10699,1999-04-18,4,16,108,347,94.55040871934605
109,1999,10,10700,1999-04-19,4,16,109,357,97.27520435967303
110,1999,0,10701,1999-04-20,4,16,110,357,97.27520435967303
111,1999,0,10702,1999-04-21,4,16,111,357,97.27520435967303
112,1999,0,10703,1999-04-22,4,16,112,357,97.27520435967303
113,1999,0,10704,1999-04-23,4,17,113,357,97.27520435967303
114,1999,0,10705,1999-04-24,4,17,114,357,97.27520435967303
115,1999,0,10706,1999-04-25,4,17,115,357,97.27520435967303
116,1999,0,10707,1999-04-26,4,17,116,357,97.27520435967303
117,1999,0,10708,1999-04-27,4,17,117,357,97.27520435967303
118,1999,1,10709,1999-04-28,4,17,118,358,97.54768392370572
119,1999,1,10710,1999-04-29,4,17,119,359,97.82016348773843
