id,Year,sex,scientificName,vernacularName,length(m)
44718,1955,Male,Megaptera novaeangliae,Humpback,13.11
44719,1955,Male,Megaptera novaeangliae,Humpback,12.15
44720,1955,Female,Megaptera novaeangliae,Humpback,14.07
44721,1955,Male,Megaptera novaeangliae,Humpback,13.43
44722,1955,Male,Megaptera novaeangliae,Humpback,11.83
44723,1955,Female,Megaptera novaeangliae,Humpback,11.83
44724,1955,Male,Megaptera novaeangliae,Humpback,12.79
44725,1955,Female,Megaptera novaeangliae,Humpback,12.15
44726,1955,Male,Megaptera novaeangliae,Humpback,13.11
44727,1955,Male,Megaptera novaeangliae,Humpback,12.79
44728,1955,Female,Megaptera novaeangliae,Humpback,12.47
46416,1956,Male,Megaptera novaeangliae,Humpback,13.11
46413,1956,Male,Megaptera novaeangliae,Humpback,12.47
46414,1956,Male,Megaptera novaeangliae,Humpback,13.43
46415,1956,Female,Megaptera novaeangliae,Humpback,13.75
46417,1956,Male,Megaptera novaeangliae,Humpback,11.83
46418,1956,Male,Megaptera novaeangliae,Humpback,12.47
46419,1956,Female,Megaptera novaeangliae,Humpback,15.03
46420,1956,Male,Megaptera novaeangliae,Humpback,13.11
46421,1956,Male,Megaptera novaeangliae,Humpback,13.75
46422,1956,Female,Megaptera novaeangliae,Humpback,14.71
46423,1956,Male,Megaptera novaeangliae,Humpback,11.83
46424,1956,Male,Megaptera novaeangliae,Humpback,14.07
46425,1956,Male,Megaptera novaeangliae,Humpback,13.75
46426,1956,Male,Megaptera novaeangliae,Humpback,13.11
46427,1956,Male,Megaptera novaeangliae,Humpback,12.47
46428,1956,Female,Megaptera novaeangliae,Humpback,14.07
46429,1956,Female,Megaptera novaeangliae,Humpback,13.75
46430,1956,Male,Megaptera novaeangliae,Humpback,12.79
46431,1956,Male,Megaptera novaeangliae,Humpback,13.43
46432,1956,Male,Megaptera novaeangliae,Humpback,13.43
46433,1956,Male,Megaptera novaeangliae,Humpback,12.15
46434,1956,Male,Megaptera novaeangliae,Humpback,12.47
46435,1956,Male,Megaptera novaeangliae,Humpback,13.43
46436,1956,Male,Megaptera novaeangliae,Humpback,11.83
46437,1956,Male,Megaptera novaeangliae,Humpback,11.51
46438,1956,Male,Megaptera novaeangliae,Humpback,11.83
46439,1956,Male,Megaptera novaeangliae,Humpback,13.43
33497,1952,Male,Megaptera novaeangliae,Humpback,12.47
33494,1952,Male,Megaptera novaeangliae,Humpback,13.43
33495,1952,Male,Megaptera novaeangliae,Humpback,13.11
33496,1952,Male,Megaptera novaeangliae,Humpback,13.75
33498,1952,Male,Megaptera novaeangliae,Humpback,11.83
33499,1952,Male,Megaptera novaeangliae,Humpback,13.11
33500,1952,Male,Megaptera novaeangliae,Humpback,13.11
33501,1952,Male,Megaptera novaeangliae,Humpback,13.75
33502,1952,Male,Megaptera novaeangliae,Humpback,13.11
33503,1952,Male,Megaptera novaeangliae,Humpback,13.11
33504,1952,Female,Megaptera novaeangliae,Humpback,14.07
33505,1952,Male,Megaptera novaeangliae,Humpback,13.75
33506,1952,Male,Megaptera novaeangliae,Humpback,12.79
33507,1952,Male,Megaptera novaeangliae,Humpback,12.15
33508,1952,Male,Megaptera novaeangliae,Humpback,13.11
33509,1952,Female,Megaptera novaeangliae,Humpback,13.43
33510,1952,Male,Megaptera novaeangliae,Humpback,13.11
33511,1952,Male,Megaptera novaeangliae,Humpback,13.11
33512,1952,Male,Megaptera novaeangliae,Humpback,13.11
33513,1952,Female,Megaptera novaeangliae,Humpback,11.83
33514,1952,Male,Megaptera novaeangliae,Humpback,13.75
33515,1952,Female,Megaptera novaeangliae,Humpback,14.07
33516,1952,Male,Megaptera novaeangliae,Humpback,13.75
33517,1952,Male,Megaptera novaeangliae,Humpback,13.11
33518,1952,Male,Megaptera novaeangliae,Humpback,11.83
33519,1952,Female,Megaptera novaeangliae,Humpback,13.75
35362,1953,Male,Megaptera novaeangliae,Humpback,13.43
35359,1953,Male,Megaptera novaeangliae,Humpback,13.75
35360,1953,Male,Megaptera novaeangliae,Humpback,13.75
35361,1953,Male,Megaptera novaeangliae,Humpback,12.79
35363,1953,Male,Megaptera novaeangliae,Humpback,13.75
35364,1953,Male,Megaptera novaeangliae,Humpback,13.75
35365,1953,Male,Megaptera novaeangliae,Humpback,12.79
35366,1953,Male,Megaptera novaeangliae,Humpback,13.43
35367,1953,Female,Megaptera novaeangliae,Humpback,13.75
35368,1953,Female,Megaptera novaeangliae,Humpback,13.75
35369,1953,Male,Megaptera novaeangliae,Humpback,13.43
35370,1953,Male,Megaptera novaeangliae,Humpback,13.43
35371,1953,Female,Megaptera novaeangliae,Humpback,14.07
35372,1953,Male,Megaptera novaeangliae,Humpback,13.43
35373,1953,Male,Megaptera novaeangliae,Humpback,12.15
35374,1953,Male,Megaptera novaeangliae,Humpback,13.11
35375,1953,Female,Megaptera novaeangliae,Humpback,13.75
35376,1953,Male,Megaptera novaeangliae,Humpback,14.07
35377,1953,Female,Megaptera novaeangliae,Humpback,13.75
35378,1953,Male,Megaptera novaeangliae,Humpback,13.11
35379,1953,Male,Megaptera novaeangliae,Humpback,13.43
35380,1953,Male,Megaptera novaeangliae,Humpback,12.47
35381,1953,Male,Megaptera novaeangliae,Humpback,12.47
35382,1953,Male,Megaptera novaeangliae,Humpback,13.11
35383,1953,Male,Megaptera novaeangliae,Humpback,12.47
35384,1953,Female,Megaptera novaeangliae,Humpback,13.11
35385,1953,Male,Megaptera novaeangliae,Humpback,12.15
35793,1953,Female,Megaptera novaeangliae,Humpback,13.75
35790,1953,Female,Megaptera novaeangliae,Humpback,13.43
35791,1953,Male,Megaptera novaeangliae,Humpback,12.47
35792,1953,Female,Megaptera novaeangliae,Humpback,13.75
35794,1953,Male,Megaptera novaeangliae,Humpback,12.79
35795,1953,Male,Megaptera novaeangliae,Humpback,12.79
35796,1953,Male,Megaptera novaeangliae,Humpback,12.79
35797,1953,Female,Megaptera novaeangliae,Humpback,13.43
35798,1953,Male,Megaptera novaeangliae,Humpback,11.83
35799,1953,Male,Megaptera novaeangliae,Humpback,12.47
35800,1953,Male,Megaptera novaeangliae,Humpback,13.43
35801,1953,Male,Megaptera novaeangliae,Humpback,11.19
35802,1953,Male,Megaptera novaeangliae,Humpback,13.43
35803,1953,Female,Megaptera novaeangliae,Humpback,11.19
35804,1953,Female,Megaptera novaeangliae,Humpback,13.11
35805,1953,Female,Megaptera novaeangliae,Humpback,14.39
35806,1953,Male,Megaptera novaeangliae,Humpback,13.11
35807,1953,Male,Megaptera novaeangliae,Humpback,12.47
35808,1953,Female,Megaptera novaeangliae,Humpback,13.43
35809,1953,Male,Megaptera novaeangliae,Humpback,13.43
35810,1953,Female,Megaptera novaeangliae,Humpback,13.11
35811,1953,Female,Megaptera novaeangliae,Humpback,13.11
35812,1953,Male,Megaptera novaeangliae,Humpback,12.79
35813,1953,Female,Megaptera novaeangliae,Humpback,13.11
35814,1953,Female,Megaptera novaeangliae,Humpback,13.75
35815,1953,Male,Megaptera novaeangliae,Humpback,13.43
42400,1954,Male,Megaptera novaeangliae,Humpback,13.11
42397,1954,Male,Megaptera novaeangliae,Humpback,12.79
42398,1954,Male,Megaptera novaeangliae,Humpback,13.11
42399,1954,Male,Megaptera novaeangliae,Humpback,12.79
42401,1954,Male,Megaptera novaeangliae,Humpback,13.75
42402,1954,Female,Megaptera novaeangliae,Humpback,14.71
42403,1954,Male,Megaptera novaeangliae,Humpback,13.43
42404,1954,Male,Megaptera novaeangliae,Humpback,11.51
42405,1954,Male,Megaptera novaeangliae,Humpback,12.15
42406,1954,Female,Megaptera novaeangliae,Humpback,12.79
42407,1954,Male,Megaptera novaeangliae,Humpback,13.43
42408,1954,Female,Megaptera novaeangliae,Humpback,12.47
42409,1954,Male,Megaptera novaeangliae,Humpback,12.15
42410,1954,Female,Megaptera novaeangliae,Humpback,14.07
42411,1954,Male,Megaptera novaeangliae,Humpback,12.79
42412,1954,Female,Megaptera novaeangliae,Humpback,13.43
42413,1954,Female,Megaptera novaeangliae,Humpback,12.79
42414,1954,Female,Megaptera novaeangliae,Humpback,13.43
42415,1954,Male,Megaptera novaeangliae,Humpback,12.79
42416,1954,Male,Megaptera novaeangliae,Humpback,14.07
42417,1954,Male,Megaptera novaeangliae,Humpback,13.11
42418,1954,Male,Megaptera novaeangliae,Humpback,12.79
42419,1954,Female,Megaptera novaeangliae,Humpback,13.11
42420,1954,Male,Megaptera novaeangliae,Humpback,12.47
42421,1954,Female,Megaptera novaeangliae,Humpback,14.71
42422,1954,Female,Megaptera novaeangliae,Humpback,13.11
42423,1954,Male,Megaptera novaeangliae,Humpback,12.79
42824,1954,Male,Megaptera novaeangliae,Humpback,14.07
42821,1954,Male,Megaptera novaeangliae,Humpback,16.3
42822,1954,Male,Megaptera novaeangliae,Humpback,16.3
42823,1954,Male,Megaptera novaeangliae,Humpback,13.11
44302,1955,Male,Megaptera novaeangliae,Humpback,12.79
44303,1955,Male,Megaptera novaeangliae,Humpback,12.79
44304,1955,Male,Megaptera novaeangliae,Humpback,13.43
44305,1955,Male,Megaptera novaeangliae,Humpback,13.43
44306,1955,Male,Megaptera novaeangliae,Humpback,14.07
44307,1955,Male,Megaptera novaeangliae,Humpback,12.47
44308,1955,Male,Megaptera novaeangliae,Humpback,13.11
44309,1955,Male,Megaptera novaeangliae,Humpback,13.43
44310,1955,Male,Megaptera novaeangliae,Humpback,14.07
44311,1955,Male,Megaptera novaeangliae,Humpback,13.75
44312,1955,Female,Megaptera novaeangliae,Humpback,14.71
44313,1955,Male,Megaptera novaeangliae,Humpback,12.47
44314,1955,Female,Megaptera novaeangliae,Humpback,12.79
44315,1955,Male,Megaptera novaeangliae,Humpback,12.79
44316,1955,Male,Megaptera novaeangliae,Humpback,12.47
44317,1955,Male,Megaptera novaeangliae,Humpback,15.03
44318,1955,Male,Megaptera novaeangliae,Humpback,13.11
44319,1955,Male,Megaptera novaeangliae,Humpback,13.43
44320,1955,Female,Megaptera novaeangliae,Humpback,13.43
44321,1955,Male,Megaptera novaeangliae,Humpback,13.43
44322,1955,Male,Megaptera novaeangliae,Humpback,13.11
44323,1955,Male,Megaptera novaeangliae,Humpback,11.51
44324,1955,Male,Megaptera novaeangliae,Humpback,13.75
44732,1955,Female,Megaptera novaeangliae,Humpback,14.07
44729,1955,Male,Megaptera novaeangliae,Humpback,13.11
44730,1955,Female,Megaptera novaeangliae,Humpback,15.35
44731,1955,Male,Megaptera novaeangliae,Humpback,13.75
44733,1955,Male,Megaptera novaeangliae,Humpback,12.47
44734,1955,Male,Megaptera novaeangliae,Humpback,12.15
44735,1955,Male,Megaptera novaeangliae,Humpback,12.15
44736,1955,Female,Megaptera novaeangliae,Humpback,13.11
44737,1955,Male,Megaptera novaeangliae,Humpback,13.75
44738,1955,Male,Megaptera novaeangliae,Humpback,11.51
44739,1955,Male,Megaptera novaeangliae,Humpback,13.11
44740,1955,Male,Megaptera novaeangliae,Humpback,13.11
44741,1955,Male,Megaptera novaeangliae,Humpback,12.47
44742,1955,Female,Megaptera novaeangliae,Humpback,12.79
44743,1955,Female,Megaptera novaeangliae,Humpback,14.07
44744,1955,Female,Megaptera novaeangliae,Humpback,12.47
44745,1955,Male,Megaptera novaeangliae,Humpback,13.43
44746,1955,Female,Megaptera novaeangliae,Humpback,14.07
44747,1955,Male,Megaptera novaeangliae,Humpback,12.79
44748,1955,Male,Megaptera novaeangliae,Humpback,11.83
44749,1955,Female,Megaptera novaeangliae,Humpback,12.79
44750,1955,Female,Megaptera novaeangliae,Humpback,14.07
44751,1955,Male,Megaptera novaeangliae,Humpback,12.79
44752,1955,Female,Megaptera novaeangliae,Humpback,14.39
44753,1955,Female,Megaptera novaeangliae,Humpback,14.07
44754,1955,Female,Megaptera novaeangliae,Humpback,13.43
46443,1956,Male,Megaptera novaeangliae,Humpback,10.55
46440,1956,Male,Megaptera novaeangliae,Humpback,12.15
46441,1956,Female,Megaptera novaeangliae,Humpback,13.11
46442,1956,Male,Megaptera novaeangliae,Humpback,11.51
46444,1956,Male,Megaptera novaeangliae,Humpback,13.75
46445,1956,Male,Megaptera novaeangliae,Humpback,10.55
46446,1956,Male,Megaptera novaeangliae,Humpback,13.75
46447,1956,Female,Megaptera novaeangliae,Humpback,14.07
46448,1956,Female,Megaptera novaeangliae,Humpback,13.75
46449,1956,Female,Megaptera novaeangliae,Humpback,11.83
46450,1956,Male,Megaptera novaeangliae,Humpback,13.11
46451,1956,Male,Megaptera novaeangliae,Humpback,13.43
46452,1956,Male,Megaptera novaeangliae,Humpback,11.83
46453,1956,Male,Megaptera novaeangliae,Humpback,13.43
46454,1956,Male,Megaptera novaeangliae,Humpback,13.43
46455,1956,Female,Megaptera novaeangliae,Humpback,13.75
46456,1956,Male,Megaptera novaeangliae,Humpback,12.15
46457,1956,Male,Megaptera novaeangliae,Humpback,13.11
46458,1956,Female,Megaptera novaeangliae,Humpback,14.71
46459,1956,Male,Megaptera novaeangliae,Humpback,14.71
46460,1956,Male,Megaptera novaeangliae,Humpback,12.79
46461,1956,Male,Megaptera novaeangliae,Humpback,12.79
46462,1956,Male,Megaptera novaeangliae,Humpback,14.07
46463,1956,Male,Megaptera novaeangliae,Humpback,14.07
46464,1956,Female,Megaptera novaeangliae,Humpback,14.71
46465,1956,Female,Megaptera novaeangliae,Humpback,13.75
46466,1956,Male,Megaptera novaeangliae,Humpback,14.07
33523,1952,Male,Megaptera novaeangliae,Humpback,13.11
33520,1952,Male,Megaptera novaeangliae,Humpback,13.75
33521,1952,Male,Megaptera novaeangliae,Humpback,13.43
33522,1952,Male,Megaptera novaeangliae,Humpback,11.83
33524,1952,Male,Megaptera novaeangliae,Humpback,11.51
33525,1952,Female,Megaptera novaeangliae,Humpback,13.75
33526,1952,Female,Megaptera novaeangliae,Humpback,14.39
33527,1952,Male,Megaptera novaeangliae,Humpback,13.11
33528,1952,Male,Megaptera novaeangliae,Humpback,11.19
33529,1952,Female,Megaptera novaeangliae,Humpback,13.11
33530,1952,Male,Megaptera novaeangliae,Humpback,13.75
33531,1952,Male,Megaptera novaeangliae,Humpback,13.75
33532,1952,Male,Megaptera novaeangliae,Humpback,13.11
33533,1952,Male,Megaptera novaeangliae,Humpback,13.75
33534,1952,Female,Megaptera novaeangliae,Humpback,13.11
33535,1952,Male,Megaptera novaeangliae,Humpback,13.75
33536,1952,Male,Megaptera novaeangliae,Humpback,13.43
33537,1952,Male,Megaptera novaeangliae,Humpback,13.43
33538,1952,Male,Megaptera novaeangliae,Humpback,12.79
33539,1952,Male,Megaptera novaeangliae,Humpback,13.11
33540,1952,Male,Megaptera novaeangliae,Humpback,10.87
33541,1952,Male,Megaptera novaeangliae,Humpback,12.47
33542,1952,Male,Megaptera novaeangliae,Humpback,13.43
33543,1952,Male,Megaptera novaeangliae,Humpback,11.51
33544,1952,Female,Megaptera novaeangliae,Humpback,12.47
33545,1952,Male,Megaptera novaeangliae,Humpback,12.79
33546,1952,Female,Megaptera novaeangliae,Humpback,14.07
35389,1953,Female,Megaptera novaeangliae,Humpback,11.83
35386,1953,Female,Megaptera novaeangliae,Humpback,13.43
35387,1953,Male,Megaptera novaeangliae,Humpback,13.75
35388,1953,Male,Megaptera novaeangliae,Humpback,13.43
35390,1953,Male,Megaptera novaeangliae,Humpback,12.47
35391,1953,Male,Megaptera novaeangliae,Humpback,13.11
35392,1953,Male,Megaptera novaeangliae,Humpback,13.43
35393,1953,Male,Megaptera novaeangliae,Humpback,12.79
35394,1953,Female,Megaptera novaeangliae,Humpback,13.11
35395,1953,Male,Megaptera novaeangliae,Humpback,12.47
35396,1953,Female,Megaptera novaeangliae,Humpback,11.19
35397,1953,Male,Megaptera novaeangliae,Humpback,13.43
35398,1953,Female,Megaptera novaeangliae,Humpback,12.15
35399,1953,Female,Megaptera novaeangliae,Humpback,11.51
35400,1953,Male,Megaptera novaeangliae,Humpback,13.75
35401,1953,Male,Megaptera novaeangliae,Humpback,13.75
35402,1953,Male,Megaptera novaeangliae,Humpback,11.19
35403,1953,Female,Megaptera novaeangliae,Humpback,13.43
35404,1953,Male,Megaptera novaeangliae,Humpback,13.11
35405,1953,Male,Megaptera novaeangliae,Humpback,13.75
35406,1953,Female,Megaptera novaeangliae,Humpback,13.11
35407,1953,Male,Megaptera novaeangliae,Humpback,13.43
35408,1953,Male,Megaptera novaeangliae,Humpback,13.75
35409,1953,Male,Megaptera novaeangliae,Humpback,13.43
35410,1953,Female,Megaptera novaeangliae,Humpback,13.11
35411,1953,Female,Megaptera novaeangliae,Humpback,14.39
35412,1953,Male,Megaptera novaeangliae,Humpback,14.07
35819,1953,Female,Megaptera novaeangliae,Humpback,13.43
35816,1953,Female,Megaptera novaeangliae,Humpback,13.75
35817,1953,Female,Megaptera novaeangliae,Humpback,13.75
35818,1953,Male,Megaptera novaeangliae,Humpback,10.87
35820,1953,Female,Megaptera novaeangliae,Humpback,13.43
35821,1953,Female,Megaptera novaeangliae,Humpback,12.79
35822,1953,Male,Megaptera novaeangliae,Humpback,13.11
35823,1953,Male,Megaptera novaeangliae,Humpback,12.79
35824,1953,Female,Megaptera novaeangliae,Humpback,13.43
35825,1953,Male,Megaptera novaeangliae,Humpback,13.75
35826,1953,Female,Megaptera novaeangliae,Humpback,13.75
35827,1953,Female,Megaptera novaeangliae,Humpback,12.47
35828,1953,Male,Megaptera novaeangliae,Humpback,12.79
35829,1953,Male,Megaptera novaeangliae,Humpback,13.43
35830,1953,Male,Megaptera novaeangliae,Humpback,13.43
35831,1953,Male,Megaptera novaeangliae,Humpback,12.79
35832,1953,Male,Megaptera novaeangliae,Humpback,13.43
35833,1953,Female,Megaptera novaeangliae,Humpback,11.51
35834,1953,Female,Megaptera novaeangliae,Humpback,13.43
35835,1953,Male,Megaptera novaeangliae,Humpback,12.47
35836,1953,Male,Megaptera novaeangliae,Humpback,13.43
35837,1953,Female,Megaptera novaeangliae,Humpback,13.43
35838,1953,Male,Megaptera novaeangliae,Humpback,13.11
35839,1953,Male,Megaptera novaeangliae,Humpback,13.43
35840,1953,Male,Megaptera novaeangliae,Humpback,13.75
35841,1953,Male,Megaptera novaeangliae,Humpback,14.07
42427,1954,Female,Megaptera novaeangliae,Humpback,10.23
42424,1954,Male,Megaptera novaeangliae,Humpback,13.75
42425,1954,Male,Megaptera novaeangliae,Humpback,13.75
42426,1954,Female,Megaptera novaeangliae,Humpback,14.39
42428,1954,Male,Megaptera novaeangliae,Humpback,12.79
42429,1954,Female,Megaptera novaeangliae,Humpback,13.11
42430,1954,Male,Megaptera novaeangliae,Humpback,13.43
42431,1954,Female,Megaptera novaeangliae,Humpback,13.75
42432,1954,Male,Megaptera novaeangliae,Humpback,13.43
42433,1954,Female,Megaptera novaeangliae,Humpback,13.75
42434,1954,Male,Megaptera novaeangliae,Humpback,12.79
42435,1954,Male,Megaptera novaeangliae,Humpback,13.43
42436,1954,Male,Megaptera novaeangliae,Humpback,12.47
42437,1954,Female,Megaptera novaeangliae,Humpback,13.43
42438,1954,Male,Megaptera novaeangliae,Humpback,12.15
42439,1954,Male,Megaptera novaeangliae,Humpback,13.11
42440,1954,Female,Megaptera novaeangliae,Humpback,13.11
42441,1954,Male,Megaptera novaeangliae,Humpback,12.79
42442,1954,Female,Megaptera novaeangliae,Humpback,13.11
42443,1954,Male,Megaptera novaeangliae,Humpback,13.43
42444,1954,Male,Megaptera novaeangliae,Humpback,14.71
42445,1954,Male,Megaptera novaeangliae,Humpback,13.11
42446,1954,Female,Megaptera novaeangliae,Humpback,14.07
42447,1954,Male,Megaptera novaeangliae,Humpback,13.43
42448,1954,Female,Megaptera novaeangliae,Humpback,15.03
42449,1954,Female,Megaptera novaeangliae,Humpback,12.15
44328,1955,Male,Megaptera novaeangliae,Humpback,14.07
44325,1955,Female,Megaptera novaeangliae,Humpback,14.39
44326,1955,Male,Megaptera novaeangliae,Humpback,12.15
44327,1955,Male,Megaptera novaeangliae,Humpback,14.07
44329,1955,Male,Megaptera novaeangliae,Humpback,12.79
44330,1955,Male,Megaptera novaeangliae,Humpback,13.75
44331,1955,Male,Megaptera novaeangliae,Humpback,14.07
44332,1955,Male,Megaptera novaeangliae,Humpback,12.15
44333,1955,Female,Megaptera novaeangliae,Humpback,11.19
44334,1955,Male,Megaptera novaeangliae,Humpback,12.47
44335,1955,Male,Megaptera novaeangliae,Humpback,13.75
44336,1955,Male,Megaptera novaeangliae,Humpback,12.47
44337,1955,Male,Megaptera novaeangliae,Humpback,13.11
44338,1955,Male,Megaptera novaeangliae,Humpback,13.75
44339,1955,Male,Megaptera novaeangliae,Humpback,13.43
44340,1955,Male,Megaptera novaeangliae,Humpback,13.75
44341,1955,Female,Megaptera novaeangliae,Humpback,13.75
44342,1955,Male,Megaptera novaeangliae,Humpback,12.47
44343,1955,Female,Megaptera novaeangliae,Humpback,12.15
44344,1955,Male,Megaptera novaeangliae,Humpback,12.79
44345,1955,Male,Megaptera novaeangliae,Humpback,12.79
44346,1955,Male,Megaptera novaeangliae,Humpback,12.79
44347,1955,Male,Megaptera novaeangliae,Humpback,13.75
44348,1955,Male,Megaptera novaeangliae,Humpback,12.79
44349,1955,Male,Megaptera novaeangliae,Humpback,12.79
44350,1955,Male,Megaptera novaeangliae,Humpback,12.47
44351,1955,Male,Megaptera novaeangliae,Humpback,13.43
44758,1955,Male,Megaptera novaeangliae,Humpback,12.47
44755,1955,Male,Megaptera novaeangliae,Humpback,12.79
44756,1955,Male,Megaptera novaeangliae,Humpback,12.15
44757,1955,Male,Megaptera novaeangliae,Humpback,11.19
44759,1955,Male,Megaptera novaeangliae,Humpback,12.79
44760,1955,Male,Megaptera novaeangliae,Humpback,13.43
44761,1955,Male,Megaptera novaeangliae,Humpback,13.75
44762,1955,Male,Megaptera novaeangliae,Humpback,13.75
44763,1955,Male,Megaptera novaeangliae,Humpback,12.79
44764,1955,Male,Megaptera novaeangliae,Humpback,13.43
44765,1955,Female,Megaptera novaeangliae,Humpback,14.39
44766,1955,Male,Megaptera novaeangliae,Humpback,13.75
44767,1955,Female,Megaptera novaeangliae,Humpback,13.11
44768,1955,Male,Megaptera novaeangliae,Humpback,11.51
44769,1955,Female,Megaptera novaeangliae,Humpback,15.35
44770,1955,Male,Megaptera novaeangliae,Humpback,12.79
44771,1955,Male,Megaptera novaeangliae,Humpback,13.11
44772,1955,Female,Megaptera novaeangliae,Humpback,12.47
44773,1955,Male,Megaptera novaeangliae,Humpback,13.75
44774,1955,Male,Megaptera novaeangliae,Humpback,12.79
44775,1955,Female,Megaptera novaeangliae,Humpback,13.11
44776,1955,Male,Megaptera novaeangliae,Humpback,12.79
44777,1955,Male,Megaptera novaeangliae,Humpback,12.79
44778,1955,Male,Megaptera novaeangliae,Humpback,13.43
44779,1955,Male,Megaptera novaeangliae,Humpback,14.71
44780,1955,Male,Megaptera novaeangliae,Humpback,13.11
44781,1955,Male,Megaptera novaeangliae,Humpback,11.19
46470,1956,Female,Megaptera novaeangliae,Humpback,13.75
46467,1956,Female,Megaptera novaeangliae,Humpback,14.07
46468,1956,Male,Megaptera novaeangliae,Humpback,12.47
46469,1956,Female,Megaptera novaeangliae,Humpback,15.35
46471,1956,Male,Megaptera novaeangliae,Humpback,13.43
46472,1956,Male,Megaptera novaeangliae,Humpback,12.15
46473,1956,Male,Megaptera novaeangliae,Humpback,13.43
46474,1956,Male,Megaptera novaeangliae,Humpback,13.75
46475,1956,Male,Megaptera novaeangliae,Humpback,13.43
46476,1956,Male,Megaptera novaeangliae,Humpback,12.79
46477,1956,Male,Megaptera novaeangliae,Humpback,14.39
46478,1956,Male,Megaptera novaeangliae,Humpback,14.71
46479,1956,Male,Megaptera novaeangliae,Humpback,12.79
46480,1956,Female,Megaptera novaeangliae,Humpback,12.47
46481,1956,Male,Megaptera novaeangliae,Humpback,14.07
46482,1956,Female,Megaptera novaeangliae,Humpback,13.43
46483,1956,Male,Megaptera novaeangliae,Humpback,14.39
46484,1956,Male,Megaptera novaeangliae,Humpback,12.47
46485,1956,Male,Megaptera novaeangliae,Humpback,13.43
46486,1956,Male,Megaptera novaeangliae,Humpback,12.15
46487,1956,Male,Megaptera novaeangliae,Humpback,12.79
46488,1956,Male,Megaptera novaeangliae,Humpback,13.43
46489,1956,Male,Megaptera novaeangliae,Humpback,12.79
46490,1956,Male,Megaptera novaeangliae,Humpback,13.11
46491,1956,Male,Megaptera novaeangliae,Humpback,12.47
46492,1956,Male,Megaptera novaeangliae,Humpback,12.79
46493,1956,Female,Megaptera novaeangliae,Humpback,12.15
33550,1952,Female,Megaptera novaeangliae,Humpback,14.07
33547,1952,Male,Megaptera novaeangliae,Humpback,13.11
33548,1952,Male,Megaptera novaeangliae,Humpback,13.11
33549,1952,Male,Megaptera novaeangliae,Humpback,11.83
33551,1952,Male,Megaptera novaeangliae,Humpback,13.75
33552,1952,Male,Megaptera novaeangliae,Humpback,12.79
33553,1952,Male,Megaptera novaeangliae,Humpback,12.47
33554,1952,Male,Megaptera novaeangliae,Humpback,13.43
33555,1952,Male,Megaptera novaeangliae,Humpback,12.47
33556,1952,Unknown,Megaptera novaeangliae,Humpback,0
33557,1952,Male,Megaptera novaeangliae,Humpback,13.43
33558,1952,Male,Megaptera novaeangliae,Humpback,14.07
33559,1952,Male,Megaptera novaeangliae,Humpback,13.75
33560,1952,Male,Megaptera novaeangliae,Humpback,11.51
33561,1952,Female,Megaptera novaeangliae,Humpback,13.75
33562,1952,Male,Megaptera novaeangliae,Humpback,12.47
33563,1952,Male,Megaptera novaeangliae,Humpback,13.75
33564,1952,Male,Megaptera novaeangliae,Humpback,12.15
33565,1952,Male,Megaptera novaeangliae,Humpback,10.23
33566,1952,Male,Megaptera novaeangliae,Humpback,12.15
33567,1952,Male,Megaptera novaeangliae,Humpback,12.15
33568,1952,Female,Megaptera novaeangliae,Humpback,11.83
33569,1952,Male,Megaptera novaeangliae,Humpback,13.11
33570,1952,Male,Megaptera novaeangliae,Humpback,12.47
33571,1952,Male,Megaptera novaeangliae,Humpback,12.47
33572,1952,Male,Megaptera novaeangliae,Humpback,13.75
33573,1952,Female,Megaptera novaeangliae,Humpback,13.43
35416,1953,Male,Megaptera novaeangliae,Humpback,11.19
35413,1953,Male,Megaptera novaeangliae,Humpback,12.47
35414,1953,Male,Megaptera novaeangliae,Humpback,12.15
35415,1953,Male,Megaptera novaeangliae,Humpback,12.79
35417,1953,Male,Megaptera novaeangliae,Humpback,13.75
35418,1953,Male,Megaptera novaeangliae,Humpback,11.19
35419,1953,Male,Megaptera novaeangliae,Humpback,12.79
35420,1953,Male,Megaptera novaeangliae,Humpback,12.15
35421,1953,Male,Megaptera novaeangliae,Humpback,12.15
35422,1953,Male,Megaptera novaeangliae,Humpback,13.43
35423,1953,Male,Megaptera novaeangliae,Humpback,12.79
35424,1953,Male,Megaptera novaeangliae,Humpback,13.43
35425,1953,Male,Megaptera novaeangliae,Humpback,12.47
35426,1953,Female,Megaptera novaeangliae,Humpback,12.47
35427,1953,Male,Megaptera novaeangliae,Humpback,14.07
35428,1953,Male,Megaptera novaeangliae,Humpback,13.11
35429,1953,Male,Megaptera novaeangliae,Humpback,13.75
35430,1953,Female,Megaptera novaeangliae,Humpback,13.75
35431,1953,Male,Megaptera novaeangliae,Humpback,13.75
35432,1953,Male,Megaptera novaeangliae,Humpback,12.15
35433,1953,Male,Megaptera novaeangliae,Humpback,12.79
35434,1953,Male,Megaptera novaeangliae,Humpback,13.11
35435,1953,Male,Megaptera novaeangliae,Humpback,13.11
35436,1953,Female,Megaptera novaeangliae,Humpback,11.51
35437,1953,Male,Megaptera novaeangliae,Humpback,13.11
35438,1953,Male,Megaptera novaeangliae,Humpback,13.11
35439,1953,Male,Megaptera novaeangliae,Humpback,14.39
