id,Year,sex,scientificName,vernacularName,length(m)
82132,1928,Male,Megaptera novaeangliae,Humpback,12.79
82135,1928,Female,Megaptera novaeangliae,Humpback,14.07
82275,1928,Female,Megaptera novaeangliae,Humpback,12.79
82276,1928,Female,Megaptera novaeangliae,Humpback,14.07
82277,1928,Female,Megaptera novaeangliae,Humpback,13.43
82278,1928,Female,Megaptera novaeangliae,Humpback,14.07
82279,1928,Female,Megaptera novaeangliae,Humpback,15.03
82280,1928,Female,Megaptera novaeangliae,Humpback,15.35
82281,1928,Female,Megaptera novaeangliae,Humpback,13.43
82282,1928,Female,Megaptera novaeangliae,Humpback,15.35
82283,1928,Female,Megaptera novaeangliae,Humpback,13.43
82284,1928,Female,Megaptera novaeangliae,Humpback,15.03
82285,1928,Female,Megaptera novaeangliae,Humpback,14.07
82286,1928,Female,Megaptera novaeangliae,Humpback,13.75
82287,1928,Female,Megaptera novaeangliae,Humpback,15.66
82288,1928,Female,Megaptera novaeangliae,Humpback,15.35
82289,1928,Male,Megaptera novaeangliae,Humpback,12.79
82290,1928,Male,Megaptera novaeangliae,Humpback,14.39
82291,1928,Male,Megaptera novaeangliae,Humpback,15.35
82292,1928,Male,Megaptera novaeangliae,Humpback,11.83
82293,1928,Male,Megaptera novaeangliae,Humpback,14.07
82294,1928,Male,Megaptera novaeangliae,Humpback,14.39
82295,1928,Female,Megaptera novaeangliae,Humpback,13.75
82296,1928,Female,Megaptera novaeangliae,Humpback,13.75
82297,1928,Female,Megaptera novaeangliae,Humpback,14.07
82298,1928,Female,Megaptera novaeangliae,Humpback,11.83
82299,1928,Female,Megaptera novaeangliae,Humpback,15.35
82300,1928,Female,Megaptera novaeangliae,Humpback,13.11
82301,1928,Female,Megaptera novaeangliae,Humpback,15.03
111900,1950,Female,Megaptera novaeangliae,Humpback,13.75
111897,1950,Male,Megaptera novaeangliae,Humpback,12.79
111898,1950,Female,Megaptera novaeangliae,Humpback,13.11
111899,1950,Male,Megaptera novaeangliae,Humpback,11.51
111901,1950,Male,Megaptera novaeangliae,Humpback,12.15
111902,1950,Male,Megaptera novaeangliae,Humpback,11.83
111903,1950,Male,Megaptera novaeangliae,Humpback,13.75
111904,1950,Female,Megaptera novaeangliae,Humpback,12.79
111905,1950,Male,Megaptera novaeangliae,Humpback,11.51
111906,1950,Male,Megaptera novaeangliae,Humpback,13.75
111907,1950,Female,Megaptera novaeangliae,Humpback,11.83
111908,1950,Female,Megaptera novaeangliae,Humpback,14.39
111909,1950,Female,Megaptera novaeangliae,Humpback,13.43
111910,1950,Female,Megaptera novaeangliae,Humpback,14.07
111911,1950,Male,Megaptera novaeangliae,Humpback,11.19
111912,1950,Female,Megaptera novaeangliae,Humpback,13.43
111913,1950,Male,Megaptera novaeangliae,Humpback,12.47
111914,1950,Male,Megaptera novaeangliae,Humpback,12.15
111915,1950,Male,Megaptera novaeangliae,Humpback,12.47
111916,1950,Female,Megaptera novaeangliae,Humpback,15.03
111917,1950,Male,Megaptera novaeangliae,Humpback,13.43
111918,1950,Male,Megaptera novaeangliae,Humpback,13.75
111919,1950,Male,Megaptera novaeangliae,Humpback,13.11
111920,1950,Male,Megaptera novaeangliae,Humpback,12.47
111921,1950,Female,Megaptera novaeangliae,Humpback,13.75
111922,1950,Male,Megaptera novaeangliae,Humpback,13.43
111923,1950,Female,Megaptera novaeangliae,Humpback,12.79
114090,1951,Male,Megaptera novaeangliae,Humpback,13.11
114087,1951,Male,Megaptera novaeangliae,Humpback,11.83
114088,1951,Female,Megaptera novaeangliae,Humpback,12.79
114089,1951,Male,Megaptera novaeangliae,Humpback,11.51
114091,1951,Male,Megaptera novaeangliae,Humpback,13.11
114092,1951,Male,Megaptera novaeangliae,Humpback,12.47
114093,1951,Male,Megaptera novaeangliae,Humpback,13.11
114094,1951,Male,Megaptera novaeangliae,Humpback,13.11
114095,1951,Male,Megaptera novaeangliae,Humpback,13.43
114096,1951,Male,Megaptera novaeangliae,Humpback,13.75
114097,1951,Female,Megaptera novaeangliae,Humpback,15.03
114098,1951,Male,Megaptera novaeangliae,Humpback,13.75
114099,1951,Male,Megaptera novaeangliae,Humpback,13.43
114100,1951,Female,Megaptera novaeangliae,Humpback,13.43
114101,1951,Male,Megaptera novaeangliae,Humpback,13.75
114102,1951,Male,Megaptera novaeangliae,Humpback,11.83
114103,1951,Male,Megaptera novaeangliae,Humpback,12.15
114104,1951,Male,Megaptera novaeangliae,Humpback,12.15
114105,1951,Male,Megaptera novaeangliae,Humpback,13.43
114106,1951,Male,Megaptera novaeangliae,Humpback,13.43
114107,1951,Male,Megaptera novaeangliae,Humpback,12.47
114108,1951,Male,Megaptera novaeangliae,Humpback,13.11
114109,1951,Male,Megaptera novaeangliae,Humpback,12.79
114110,1951,Female,Megaptera novaeangliae,Humpback,12.79
114111,1951,Male,Megaptera novaeangliae,Humpback,12.79
114112,1951,Female,Megaptera novaeangliae,Humpback,13.75
117004,1952,Female,Megaptera novaeangliae,Humpback,14.71
117001,1952,Male,Megaptera novaeangliae,Humpback,11.83
117002,1952,Male,Megaptera novaeangliae,Humpback,11.83
117003,1952,Female,Megaptera novaeangliae,Humpback,11.83
117005,1952,Female,Megaptera novaeangliae,Humpback,13.43
117006,1952,Male,Megaptera novaeangliae,Humpback,12.47
117007,1952,Female,Megaptera novaeangliae,Humpback,13.75
117008,1952,Male,Megaptera novaeangliae,Humpback,12.47
117009,1952,Male,Megaptera novaeangliae,Humpback,13.11
117010,1952,Female,Megaptera novaeangliae,Humpback,11.19
117011,1952,Male,Megaptera novaeangliae,Humpback,12.47
117012,1952,Male,Megaptera novaeangliae,Humpback,12.79
117013,1952,Male,Megaptera novaeangliae,Humpback,11.19
117014,1952,Male,Megaptera novaeangliae,Humpback,12.15
117015,1952,Male,Megaptera novaeangliae,Humpback,11.83
117016,1952,Male,Megaptera novaeangliae,Humpback,14.39
117017,1952,Female,Megaptera novaeangliae,Humpback,13.75
117018,1952,Male,Megaptera novaeangliae,Humpback,11.51
117019,1952,Male,Megaptera novaeangliae,Humpback,13.43
117020,1952,Female,Megaptera novaeangliae,Humpback,13.11
117021,1952,Male,Megaptera novaeangliae,Humpback,12.79
117022,1952,Male,Megaptera novaeangliae,Humpback,13.11
117023,1952,Male,Megaptera novaeangliae,Humpback,11.51
117024,1952,Female,Megaptera novaeangliae,Humpback,11.19
117025,1952,Female,Megaptera novaeangliae,Humpback,15.03
117026,1952,Female,Megaptera novaeangliae,Humpback,12.79
117027,1952,Female,Megaptera novaeangliae,Humpback,14.07
117425,1952,Male,Megaptera novaeangliae,Humpback,13.11
117422,1952,Male,Megaptera novaeangliae,Humpback,14.07
117423,1952,Male,Megaptera novaeangliae,Humpback,12.47
117424,1952,Female,Megaptera novaeangliae,Humpback,12.15
117426,1952,Male,Megaptera novaeangliae,Humpback,12.15
117427,1952,Female,Megaptera novaeangliae,Humpback,14.07
117428,1952,Male,Megaptera novaeangliae,Humpback,13.75
117429,1952,Male,Megaptera novaeangliae,Humpback,13.11
117430,1952,Male,Megaptera novaeangliae,Humpback,11.83
117431,1952,Male,Megaptera novaeangliae,Humpback,12.47
117432,1952,Female,Megaptera novaeangliae,Humpback,12.47
117433,1952,Male,Megaptera novaeangliae,Humpback,12.47
117434,1952,Male,Megaptera novaeangliae,Humpback,12.47
117435,1952,Male,Megaptera novaeangliae,Humpback,11.19
117436,1952,Female,Megaptera novaeangliae,Humpback,12.79
117437,1952,Female,Megaptera novaeangliae,Humpback,14.07
117438,1952,Female,Megaptera novaeangliae,Humpback,12.15
117439,1952,Female,Megaptera novaeangliae,Humpback,13.75
117440,1952,Female,Megaptera novaeangliae,Humpback,12.47
117441,1952,Male,Megaptera novaeangliae,Humpback,12.47
117442,1952,Male,Megaptera novaeangliae,Humpback,12.15
117443,1952,Female,Megaptera novaeangliae,Humpback,12.47
117444,1952,Male,Megaptera novaeangliae,Humpback,12.79
117445,1952,Male,Megaptera novaeangliae,Humpback,13.43
117446,1952,Male,Megaptera novaeangliae,Humpback,13.11
117447,1952,Male,Megaptera novaeangliae,Humpback,13.43
118927,1953,Female,Megaptera novaeangliae,Humpback,15.03
118924,1953,Male,Megaptera novaeangliae,Humpback,13.75
118925,1953,Female,Megaptera novaeangliae,Humpback,13.11
118926,1953,Male,Megaptera novaeangliae,Humpback,12.79
118928,1953,Female,Megaptera novaeangliae,Humpback,13.11
118929,1953,Female,Megaptera novaeangliae,Humpback,15.66
118930,1953,Male,Megaptera novaeangliae,Humpback,14.71
118931,1953,Male,Megaptera novaeangliae,Humpback,14.07
118932,1953,Male,Megaptera novaeangliae,Humpback,14.71
118933,1953,Female,Megaptera novaeangliae,Humpback,14.71
118934,1953,Female,Megaptera novaeangliae,Humpback,16.62
118935,1953,Female,Megaptera novaeangliae,Humpback,14.71
118936,1953,Female,Megaptera novaeangliae,Humpback,15.03
118937,1953,Female,Megaptera novaeangliae,Humpback,14.71
118938,1953,Male,Megaptera novaeangliae,Humpback,13.75
118939,1953,Female,Megaptera novaeangliae,Humpback,16.62
118940,1953,Female,Megaptera novaeangliae,Humpback,12.15
118941,1953,Male,Megaptera novaeangliae,Humpback,14.07
118942,1953,Male,Megaptera novaeangliae,Humpback,15.66
118943,1953,Female,Megaptera novaeangliae,Humpback,14.39
118944,1953,Unknown,Megaptera novaeangliae,Humpback,12.79
118945,1953,Male,Megaptera novaeangliae,Humpback,14.07
118946,1953,Male,Megaptera novaeangliae,Humpback,13.43
118947,1953,Male,Megaptera novaeangliae,Humpback,14.07
118948,1953,Female,Megaptera novaeangliae,Humpback,14.71
118949,1953,Male,Megaptera novaeangliae,Humpback,13.11
118950,1953,Female,Megaptera novaeangliae,Humpback,15.66
119354,1953,Male,Megaptera novaeangliae,Humpback,15.66
119351,1953,Male,Megaptera novaeangliae,Humpback,13.43
119352,1953,Female,Megaptera novaeangliae,Humpback,13.43
119353,1953,Female,Megaptera novaeangliae,Humpback,15.66
119355,1953,Male,Megaptera novaeangliae,Humpback,12.79
119356,1953,Female,Megaptera novaeangliae,Humpback,12.15
119357,1953,Female,Megaptera novaeangliae,Humpback,14.07
119358,1953,Female,Megaptera novaeangliae,Humpback,13.43
119359,1953,Male,Megaptera novaeangliae,Humpback,16.3
119360,1953,Male,Megaptera novaeangliae,Humpback,14.71
119361,1953,Female,Megaptera novaeangliae,Humpback,13.11
119362,1953,Male,Megaptera novaeangliae,Humpback,14.71
119363,1953,Male,Megaptera novaeangliae,Humpback,15.35
119364,1953,Female,Megaptera novaeangliae,Humpback,12.79
119365,1953,Male,Megaptera novaeangliae,Humpback,13.11
119366,1953,Male,Megaptera novaeangliae,Humpback,12.15
119367,1953,Female,Megaptera novaeangliae,Humpback,15.35
119368,1953,Male,Megaptera novaeangliae,Humpback,14.07
119369,1953,Female,Megaptera novaeangliae,Humpback,12.79
119370,1953,Female,Megaptera novaeangliae,Humpback,14.39
119371,1953,Male,Megaptera novaeangliae,Humpback,13.75
119372,1953,Female,Megaptera novaeangliae,Humpback,13.75
119373,1953,Male,Megaptera novaeangliae,Humpback,15.35
119374,1953,Male,Megaptera novaeangliae,Humpback,15.03
119375,1953,Male,Megaptera novaeangliae,Humpback,12.79
119376,1953,Female,Megaptera novaeangliae,Humpback,13.11
119377,1953,Female,Megaptera novaeangliae,Humpback,14.71
82305,1928,Male,Megaptera novaeangliae,Humpback,12.79
82302,1928,Female,Megaptera novaeangliae,Humpback,12.79
82303,1928,Female,Megaptera novaeangliae,Humpback,10.55
82304,1928,Female,Megaptera novaeangliae,Humpback,14.07
82306,1928,Male,Megaptera novaeangliae,Humpback,13.11
82307,1928,Male,Megaptera novaeangliae,Humpback,12.79
82308,1928,Male,Megaptera novaeangliae,Humpback,10.23
82309,1928,Female,Megaptera novaeangliae,Humpback,14.39
82310,1928,Female,Megaptera novaeangliae,Humpback,14.39
82311,1928,Female,Megaptera novaeangliae,Humpback,14.71
82312,1928,Female,Megaptera novaeangliae,Humpback,15.03
82313,1928,Female,Megaptera novaeangliae,Humpback,15.35
82314,1928,Female,Megaptera novaeangliae,Humpback,15.03
82315,1928,Female,Megaptera novaeangliae,Humpback,14.07
105911,1947,Female,Megaptera novaeangliae,Humpback,14.39
105912,1947,Male,Megaptera novaeangliae,Humpback,11.51
107128,1948,Male,Megaptera novaeangliae,Humpback,11.19
107129,1948,Male,Megaptera novaeangliae,Humpback,11.51
107130,1948,Male,Megaptera novaeangliae,Humpback,11.51
107131,1948,Male,Megaptera novaeangliae,Humpback,13.11
108711,1949,Female,Megaptera novaeangliae,Humpback,11.51
108712,1949,Female,Megaptera novaeangliae,Humpback,11.19
108713,1949,Male,Megaptera novaeangliae,Humpback,13.11
108714,1949,Male,Megaptera novaeangliae,Humpback,11.83
108715,1949,Male,Megaptera novaeangliae,Humpback,12.15
108716,1949,Male,Megaptera novaeangliae,Humpback,11.83
108717,1949,Male,Megaptera novaeangliae,Humpback,14.07
111927,1950,Male,Megaptera novaeangliae,Humpback,11.51
111924,1950,Male,Megaptera novaeangliae,Humpback,12.47
111925,1950,Male,Megaptera novaeangliae,Humpback,13.11
111926,1950,Male,Megaptera novaeangliae,Humpback,12.79
111928,1950,Female,Megaptera novaeangliae,Humpback,11.19
111929,1950,Female,Megaptera novaeangliae,Humpback,11.83
111930,1950,Female,Megaptera novaeangliae,Humpback,10.23
111931,1950,Male,Megaptera novaeangliae,Humpback,13.11
111932,1950,Female,Megaptera novaeangliae,Humpback,11.51
111933,1950,Female,Megaptera novaeangliae,Humpback,12.47
111934,1950,Female,Megaptera novaeangliae,Humpback,12.47
111935,1950,Male,Megaptera novaeangliae,Humpback,14.39
111936,1950,Female,Megaptera novaeangliae,Humpback,12.15
111937,1950,Male,Megaptera novaeangliae,Humpback,11.51
111938,1950,Male,Megaptera novaeangliae,Humpback,13.11
111939,1950,Male,Megaptera novaeangliae,Humpback,13.75
111940,1950,Male,Megaptera novaeangliae,Humpback,12.79
111941,1950,Female,Megaptera novaeangliae,Humpback,12.15
111942,1950,Female,Megaptera novaeangliae,Humpback,12.15
111943,1950,Male,Megaptera novaeangliae,Humpback,12.47
111944,1950,Male,Megaptera novaeangliae,Humpback,11.83
111945,1950,Male,Megaptera novaeangliae,Humpback,13.43
111946,1950,Male,Megaptera novaeangliae,Humpback,12.15
111947,1950,Male,Megaptera novaeangliae,Humpback,13.11
111948,1950,Female,Megaptera novaeangliae,Humpback,13.43
111949,1950,Female,Megaptera novaeangliae,Humpback,12.79
111950,1950,Female,Megaptera novaeangliae,Humpback,11.83
114116,1951,Female,Megaptera novaeangliae,Humpback,13.43
114113,1951,Male,Megaptera novaeangliae,Humpback,12.79
114114,1951,Male,Megaptera novaeangliae,Humpback,12.79
114115,1951,Male,Megaptera novaeangliae,Humpback,13.11
114117,1951,Male,Megaptera novaeangliae,Humpback,12.15
114118,1951,Male,Megaptera novaeangliae,Humpback,13.75
114119,1951,Female,Megaptera novaeangliae,Humpback,14.07
114120,1951,Male,Megaptera novaeangliae,Humpback,12.79
114121,1951,Female,Megaptera novaeangliae,Humpback,13.43
114122,1951,Female,Megaptera novaeangliae,Humpback,13.11
114123,1951,Male,Megaptera novaeangliae,Humpback,13.43
114124,1951,Male,Megaptera novaeangliae,Humpback,12.47
114125,1951,Female,Megaptera novaeangliae,Humpback,13.75
114126,1951,Male,Megaptera novaeangliae,Humpback,13.11
114127,1951,Male,Megaptera novaeangliae,Humpback,12.47
114128,1951,Male,Megaptera novaeangliae,Humpback,13.75
114129,1951,Female,Megaptera novaeangliae,Humpback,13.75
114130,1951,Male,Megaptera novaeangliae,Humpback,11.19
114131,1951,Male,Megaptera novaeangliae,Humpback,12.47
114132,1951,Male,Megaptera novaeangliae,Humpback,12.79
114133,1951,Female,Megaptera novaeangliae,Humpback,11.19
114134,1951,Male,Megaptera novaeangliae,Humpback,11.51
114135,1951,Male,Megaptera novaeangliae,Humpback,13.11
114136,1951,Male,Megaptera novaeangliae,Humpback,12.79
114137,1951,Male,Megaptera novaeangliae,Humpback,12.47
114138,1951,Male,Megaptera novaeangliae,Humpback,12.79
117031,1952,Female,Megaptera novaeangliae,Humpback,11.51
117028,1952,Female,Megaptera novaeangliae,Humpback,12.47
117029,1952,Male,Megaptera novaeangliae,Humpback,11.83
117030,1952,Male,Megaptera novaeangliae,Humpback,11.51
117032,1952,Male,Megaptera novaeangliae,Humpback,13.11
117033,1952,Female,Megaptera novaeangliae,Humpback,12.15
117034,1952,Female,Megaptera novaeangliae,Humpback,12.47
117035,1952,Male,Megaptera novaeangliae,Humpback,13.11
117036,1952,Female,Megaptera novaeangliae,Humpback,12.15
117037,1952,Male,Megaptera novaeangliae,Humpback,12.47
117038,1952,Female,Megaptera novaeangliae,Humpback,13.43
117039,1952,Female,Megaptera novaeangliae,Humpback,11.19
117040,1952,Male,Megaptera novaeangliae,Humpback,12.47
117041,1952,Male,Megaptera novaeangliae,Humpback,11.83
117042,1952,Male,Megaptera novaeangliae,Humpback,13.43
117043,1952,Female,Megaptera novaeangliae,Humpback,13.43
117044,1952,Female,Megaptera novaeangliae,Humpback,13.75
117045,1952,Female,Megaptera novaeangliae,Humpback,10.55
117046,1952,Male,Megaptera novaeangliae,Humpback,11.83
117047,1952,Male,Megaptera novaeangliae,Humpback,13.43
117048,1952,Male,Megaptera novaeangliae,Humpback,12.47
117049,1952,Female,Megaptera novaeangliae,Humpback,13.43
117050,1952,Male,Megaptera novaeangliae,Humpback,11.51
117051,1952,Female,Megaptera novaeangliae,Humpback,14.71
117052,1952,Female,Megaptera novaeangliae,Humpback,14.71
117053,1952,Male,Megaptera novaeangliae,Humpback,13.11
117054,1952,Female,Megaptera novaeangliae,Humpback,11.51
117451,1952,Female,Megaptera novaeangliae,Humpback,13.43
117448,1952,Male,Megaptera novaeangliae,Humpback,12.47
117449,1952,Male,Megaptera novaeangliae,Humpback,12.15
117450,1952,Male,Megaptera novaeangliae,Humpback,13.43
117452,1952,Female,Megaptera novaeangliae,Humpback,12.47
117453,1952,Female,Megaptera novaeangliae,Humpback,12.47
117454,1952,Male,Megaptera novaeangliae,Humpback,12.15
117455,1952,Male,Megaptera novaeangliae,Humpback,12.47
117456,1952,Female,Megaptera novaeangliae,Humpback,12.15
117457,1952,Male,Megaptera novaeangliae,Humpback,12.47
117458,1952,Male,Megaptera novaeangliae,Humpback,13.43
117459,1952,Male,Megaptera novaeangliae,Humpback,12.15
117460,1952,Male,Megaptera novaeangliae,Humpback,12.79
117461,1952,Male,Megaptera novaeangliae,Humpback,13.43
117462,1952,Male,Megaptera novaeangliae,Humpback,12.79
117463,1952,Female,Megaptera novaeangliae,Humpback,13.43
117464,1952,Male,Megaptera novaeangliae,Humpback,12.47
117465,1952,Male,Megaptera novaeangliae,Humpback,13.75
117466,1952,Male,Megaptera novaeangliae,Humpback,11.83
117467,1952,Female,Megaptera novaeangliae,Humpback,11.19
117468,1952,Male,Megaptera novaeangliae,Humpback,13.43
117469,1952,Male,Megaptera novaeangliae,Humpback,11.19
117470,1952,Male,Megaptera novaeangliae,Humpback,13.43
117471,1952,Female,Megaptera novaeangliae,Humpback,14.39
117472,1952,Male,Megaptera novaeangliae,Humpback,13.43
117473,1952,Male,Megaptera novaeangliae,Humpback,12.47
118954,1953,Female,Megaptera novaeangliae,Humpback,15.98
118951,1953,Female,Megaptera novaeangliae,Humpback,16.62
118952,1953,Female,Megaptera novaeangliae,Humpback,14.39
118953,1953,Male,Megaptera novaeangliae,Humpback,15.03
118955,1953,Female,Megaptera novaeangliae,Humpback,17.26
118956,1953,Female,Megaptera novaeangliae,Humpback,14.07
118957,1953,Female,Megaptera novaeangliae,Humpback,13.43
118958,1953,Female,Megaptera novaeangliae,Humpback,14.39
118959,1953,Unknown,Megaptera novaeangliae,Humpback,13.11
118960,1953,Female,Megaptera novaeangliae,Humpback,14.71
118961,1953,Female,Megaptera novaeangliae,Humpback,14.39
118962,1953,Male,Megaptera novaeangliae,Humpback,15.35
118963,1953,Male,Megaptera novaeangliae,Humpback,12.79
118964,1953,Female,Megaptera novaeangliae,Humpback,16.62
118965,1953,Male,Megaptera novaeangliae,Humpback,17.58
118966,1953,Female,Megaptera novaeangliae,Humpback,12.79
118967,1953,Unknown,Megaptera novaeangliae,Humpback,12.79
118968,1953,Male,Megaptera novaeangliae,Humpback,13.43
118969,1953,Female,Megaptera novaeangliae,Humpback,16.94
118970,1953,Male,Megaptera novaeangliae,Humpback,15.03
118971,1953,Female,Megaptera novaeangliae,Humpback,12.79
118972,1953,Female,Megaptera novaeangliae,Humpback,12.79
118973,1953,Male,Megaptera novaeangliae,Humpback,12.15
118974,1953,Male,Megaptera novaeangliae,Humpback,12.79
118975,1953,Female,Megaptera novaeangliae,Humpback,12.79
118976,1953,Female,Megaptera novaeangliae,Humpback,13.75
118977,1953,Female,Megaptera novaeangliae,Humpback,13.43
119381,1953,Male,Megaptera novaeangliae,Humpback,16.3
119378,1953,Male,Megaptera novaeangliae,Humpback,14.71
119379,1953,Female,Megaptera novaeangliae,Humpback,13.75
119380,1953,Female,Megaptera novaeangliae,Humpback,13.43
119382,1953,Male,Megaptera novaeangliae,Humpback,13.43
119383,1953,Female,Megaptera novaeangliae,Humpback,16.62
119384,1953,Male,Megaptera novaeangliae,Humpback,15.66
119385,1953,Female,Megaptera novaeangliae,Humpback,12.47
119386,1953,Male,Megaptera novaeangliae,Humpback,14.39
119387,1953,Male,Megaptera novaeangliae,Humpback,13.75
119388,1953,Male,Megaptera novaeangliae,Humpback,13.11
119389,1953,Male,Megaptera novaeangliae,Humpback,15.35
119390,1953,Male,Megaptera novaeangliae,Humpback,16.3
119391,1953,Female,Megaptera novaeangliae,Humpback,17.9
119392,1953,Female,Megaptera novaeangliae,Humpback,15.03
119393,1953,Male,Megaptera novaeangliae,Humpback,14.07
119394,1953,Female,Megaptera novaeangliae,Humpback,13.43
119395,1953,Male,Megaptera novaeangliae,Humpback,13.43
119396,1953,Male,Megaptera novaeangliae,Humpback,12.15
119397,1953,Male,Megaptera novaeangliae,Humpback,16.62
119398,1953,Male,Megaptera novaeangliae,Humpback,13.11
119399,1953,Male,Megaptera novaeangliae,Humpback,13.11
119400,1953,Female,Megaptera novaeangliae,Humpback,15.03
119401,1953,Male,Megaptera novaeangliae,Humpback,13.11
119402,1953,Female,Megaptera novaeangliae,Humpback,14.71
119403,1953,Female,Megaptera novaeangliae,Humpback,15.35
119404,1953,Male,Megaptera novaeangliae,Humpback,14.71
108721,1949,Male,Megaptera novaeangliae,Humpback,13.75
108718,1949,Female,Megaptera novaeangliae,Humpback,11.51
108719,1949,Male,Megaptera novaeangliae,Humpback,14.07
108720,1949,Female,Megaptera novaeangliae,Humpback,12.47
108722,1949,Male,Megaptera novaeangliae,Humpback,11.83
108723,1949,Male,Megaptera novaeangliae,Humpback,13.43
108724,1949,Male,Megaptera novaeangliae,Humpback,14.71
108725,1949,Female,Megaptera novaeangliae,Humpback,13.11
108726,1949,Male,Megaptera novaeangliae,Humpback,12.15
108727,1949,Male,Megaptera novaeangliae,Humpback,13.75
108728,1949,Female,Megaptera novaeangliae,Humpback,14.39
108729,1949,Female,Megaptera novaeangliae,Humpback,13.11
108730,1949,Female,Megaptera novaeangliae,Humpback,13.75
108731,1949,Male,Megaptera novaeangliae,Humpback,13.43
108732,1949,Male,Megaptera novaeangliae,Humpback,12.15
108733,1949,Female,Megaptera novaeangliae,Humpback,12.47
108734,1949,Male,Megaptera novaeangliae,Humpback,13.43
108735,1949,Male,Megaptera novaeangliae,Humpback,13.43
108736,1949,Male,Megaptera novaeangliae,Humpback,13.11
108737,1949,Male,Megaptera novaeangliae,Humpback,11.51
108738,1949,Male,Megaptera novaeangliae,Humpback,12.47
108739,1949,Male,Megaptera novaeangliae,Humpback,13.11
108740,1949,Female,Megaptera novaeangliae,Humpback,13.43
108741,1949,Male,Megaptera novaeangliae,Humpback,13.11
108742,1949,Female,Megaptera novaeangliae,Humpback,13.11
108743,1949,Male,Megaptera novaeangliae,Humpback,14.07
108744,1949,Female,Megaptera novaeangliae,Humpback,14.07
111954,1950,Female,Megaptera novaeangliae,Humpback,12.47
111951,1950,Female,Megaptera novaeangliae,Humpback,11.51
111952,1950,Male,Megaptera novaeangliae,Humpback,11.51
111953,1950,Male,Megaptera novaeangliae,Humpback,13.11
111955,1950,Male,Megaptera novaeangliae,Humpback,12.15
111956,1950,Male,Megaptera novaeangliae,Humpback,9.91
111957,1950,Male,Megaptera novaeangliae,Humpback,12.79
111958,1950,Male,Megaptera novaeangliae,Humpback,13.11
111959,1950,Male,Megaptera novaeangliae,Humpback,11.83
111960,1950,Female,Megaptera novaeangliae,Humpback,13.11
111961,1950,Male,Megaptera novaeangliae,Humpback,10.23
111962,1950,Male,Megaptera novaeangliae,Humpback,11.83
111963,1950,Male,Megaptera novaeangliae,Humpback,12.47
111964,1950,Male,Megaptera novaeangliae,Humpback,12.47
111965,1950,Female,Megaptera novaeangliae,Humpback,13.43
111966,1950,Female,Megaptera novaeangliae,Humpback,11.19
111967,1950,Female,Megaptera novaeangliae,Humpback,13.43
111968,1950,Male,Megaptera novaeangliae,Humpback,12.47
111969,1950,Male,Megaptera novaeangliae,Humpback,12.47
111970,1950,Male,Megaptera novaeangliae,Humpback,13.11
111971,1950,Female,Megaptera novaeangliae,Humpback,14.71
111972,1950,Female,Megaptera novaeangliae,Humpback,13.43
111973,1950,Male,Megaptera novaeangliae,Humpback,13.43
111974,1950,Male,Megaptera novaeangliae,Humpback,12.79
111975,1950,Male,Megaptera novaeangliae,Humpback,13.11
111976,1950,Male,Megaptera novaeangliae,Humpback,11.83
111977,1950,Male,Megaptera novaeangliae,Humpback,12.79
114142,1951,Male,Megaptera novaeangliae,Humpback,13.75
114139,1951,Male,Megaptera novaeangliae,Humpback,12.79
114140,1951,Male,Megaptera novaeangliae,Humpback,11.83
114141,1951,Female,Megaptera novaeangliae,Humpback,11.83
114143,1951,Female,Megaptera novaeangliae,Humpback,14.39
114144,1951,Male,Megaptera novaeangliae,Humpback,11.83
114145,1951,Male,Megaptera novaeangliae,Humpback,11.51
114146,1951,Male,Megaptera novaeangliae,Humpback,11.83
114147,1951,Male,Megaptera novaeangliae,Humpback,12.47
114148,1951,Male,Megaptera novaeangliae,Humpback,13.11
114149,1951,Male,Megaptera novaeangliae,Humpback,13.43
114150,1951,Male,Megaptera novaeangliae,Humpback,13.43
114151,1951,Male,Megaptera novaeangliae,Humpback,13.43
114152,1951,Male,Megaptera novaeangliae,Humpback,13.75
114153,1951,Male,Megaptera novaeangliae,Humpback,14.39
114154,1951,Male,Megaptera novaeangliae,Humpback,13.11
114155,1951,Male,Megaptera novaeangliae,Humpback,12.79
114156,1951,Male,Megaptera novaeangliae,Humpback,12.79
114157,1951,Male,Megaptera novaeangliae,Humpback,13.43
114158,1951,Female,Megaptera novaeangliae,Humpback,13.11
114159,1951,Male,Megaptera novaeangliae,Humpback,12.79
114160,1951,Female,Megaptera novaeangliae,Humpback,11.19
114161,1951,Female,Megaptera novaeangliae,Humpback,11.83
114162,1951,Male,Megaptera novaeangliae,Humpback,12.79
114163,1951,Male,Megaptera novaeangliae,Humpback,12.47
114164,1951,Male,Megaptera novaeangliae,Humpback,12.79
117058,1952,Male,Megaptera novaeangliae,Humpback,13.75
117055,1952,Female,Megaptera novaeangliae,Humpback,11.51
117056,1952,Male,Megaptera novaeangliae,Humpback,13.43
117057,1952,Male,Megaptera novaeangliae,Humpback,11.51
117059,1952,Male,Megaptera novaeangliae,Humpback,13.75
117060,1952,Male,Megaptera novaeangliae,Humpback,12.79
117061,1952,Male,Megaptera novaeangliae,Humpback,12.47
117062,1952,Male,Megaptera novaeangliae,Humpback,12.47
117063,1952,Male,Megaptera novaeangliae,Humpback,11.83
